# Loaded with 9 hypotheses, 10 rules, 81 data, and 2 nonterminals.
# Allocating memory 
# Setting up MCMC variables
# Starting MCMC
37000 3	-32.2726	-33.832	0.996693 0.681765 0.126087 0.436261 	1 0.355475 0.0835916 0.0576148 0.0709474 0.075201 0.165148 0.0902087 0.0324102 0.0694033 
38000 0	-32.7875	-32.7875	0.998985 0.411371 0.0276826 1.40882 	1 0.245036 0.0761998 0.197221 0.0279758 0.140002 0.0873248 0.113843 0.0194997 0.0928974 
38000 1	-34.9349	-34.9349	0.990216 0.00280326 0.0617316 1.00245 	1 0.32885 0.0139497 0.196606 0.0365569 0.0484033 0.114995 0.0599187 0.0487004 0.152019 
38000 2	-36.5427	-34.9349	0.997695 0.780033 0.107984 2.64118 	1 0.283259 0.15983 0.0783557 0.130088 0.0522026 0.0929773 0.0686708 0.0230787 0.111538 
38000 3	-31.8095	-31.8095	0.997522 0.823579 0.115756 0.353691 	1 0.34665 0.113316 0.0181973 0.137939 0.116698 0.0793597 0.0569093 0.0529592 0.0779721 
39000 0	-32.5581	-32.5581	0.998378 0.233942 0.0540969 1.2262 	1 0.232437 0.124403 0.1691 0.0765134 0.0892755 0.0905082 0.124491 0.0706145 0.0226577 
39000 1	-32.7611	-32.7611	0.993231 0.0428003 0.0632266 1.21894 	1 0.320234 0.14637 0.0549064 0.0580057 0.0381909 0.125404 0.126823 0.0775279 0.0525381 
39000 2	-34.7321	-34.7321	0.995987 0.755127 0.101585 2.74083 	1 0.321444 0.0506982 0.0609029 0.152745 0.0512995 0.122455 0.116322 0.068198 0.055935 
39000 3	-31.8355	-2495.85	0.998094 0.749197 0.0396636 0.122471 	1 0.206686 0.14891 0.0262766 0.0908263 0.152385 0.0795351 0.0694642 0.0981396 0.127777 
40000 0	-31.9002	-2476.13	0.996814 0.146195 0.00949045 1.1976 	1 0.151153 0.0903387 0.0833691 0.113378 0.105258 0.123832 0.13923 0.11108 0.0823622 
40000 1	-32.1999	-32.1999	0.995606 0.144188 0.0494802 1.14243 	1 0.302538 0.0853175 0.159666 0.108732 0.0407926 0.118973 0.0354585 0.0789669 0.0695556 
40000 2	-35.3341	-35.3341	0.997427 0.796549 0.0263964 2.7659 	1 0.223631 0.0732882 0.0188514 0.0311518 0.0942873 0.131506 0.157644 0.0989833 0.170658 
40000 3	-32.5693	-32.5693	0.997948 0.576215 0.0295684 0.109985 	1 0.242161 0.0940585 0.138638 0.0220834 0.0394513 0.17801 0.0885203 0.0698742 0.127204 
41000 0	-32.2127	-32.2127	0.99384 0.386699 0.045831 1.20702 	1 0.204285 0.118446 0.085233 0.0406611 0.123684 0.0770662 0.109454 0.117079 0.124093 
41000 1	-34.697	-34.697	0.990382 0.317025 0.0201914 1.04641 	1 0.248596 0.0279861 0.187623 0.111546 0.101554 0.0720007 0.0781017 0.0630357 0.109557 
41000 2	-34.1866	-40.2343	0.996883 0.711537 0.0309309 2.8224 	1 0.182543 0.127565 0.109315 0.046195 0.117855 0.138489 0.0526851 0.136305 0.0890471 
41000 3	-32.8158	-32.8158	0.998597 0.537055 0.060591 0.304568 	1 0.322866 0.124583 0.0093027 0.0185498 0.0901214 0.0793537 0.0576939 0.128017 0.169512 
42000 0	-36.177	-36.2283	0.99256 0.432485 0.0570787 1.1403 	1 0.390987 0.0238251 0.0906694 0.0793123 0.142788 0.0204147 0.0619288 0.174978 0.0150966 
42000 1	-34.4561	-34.4561	0.993243 0.471587 0.0268489 1.08574 	1 0.292717 0.0957087 0.0944694 0.0789433 0.106624 0.171053 0.0624624 0.08419 0.0138321 
42000 2	-36.5373	-36.5373	0.997534 0.604462 0.0311208 2.89557 	1 0.200387 0.160621 0.115738 0.089917 0.16628 0.0984006 0.0110089 0.109928 0.0477192 
42000 3	-32.4347	-32.4347	0.994989 0.599458 0.0351397 0.204194 	1 0.2495 0.0980387 0.0374223 0.0920724 0.114588 0.12391 0.0566782 0.110878 0.116912 
43000 0	-30.722	-30.722	0.998842 0.599636 0.0478512 1.01076 	1 0.270096 0.0543131 0.103154 0.0904319 0.0354227 0.0865789 0.142903 0.10139 0.11571 
43000 1	-32.8278	-32.8278	0.997468 0.343452 0.044462 1.1576 	1 0.344446 0.121353 0.0582881 0.0386765 0.0205673 0.172199 0.0764882 0.109928 0.0580546 
43000 2	-33.7279	-61.3272	0.996879 0.58548 0.112999 2.75746 	1 0.330588 0.0552533 0.119699 0.0860064 0.0757574 0.0900828 0.0440866 0.0771859 0.121341 
43000 3	-32.9057	-32.9057	0.996648 0.638384 0.0502719 0.138617 	1 0.304185 0.163558 0.0874642 0.119284 0.035126 0.0236603 0.108283 0.106351 0.0520886 
44000 0	-33.2926	-33.2926	0.996924 0.285494 0.014409 1.04896 	1 0.202645 0.068863 0.177672 0.0758266 0.0134291 0.180294 0.0768332 0.0929916 0.111445 
44000 1	-31.536	-31.536	0.998588 0.364015 0.0289832 1.26922 	1 0.243293 0.13056 0.0600002 0.118501 0.121132 0.0415135 0.0409653 0.141707 0.102329 
44000 2	-34.4952	-34.4952	0.998112 0.478756 0.0548074 2.80279 	1 0.248278 0.0562746 0.128846 0.168935 0.0152542 0.0741158 0.0779976 0.0878459 0.142453 
44000 3	-34.95	-34.95	0.996401 0.529439 0.0688622 0.302693 	1 0.222039 0.0475328 0.1099 0.0722739 0.0894613 0.0650205 0.140749 0.161917 0.0911062 
45000 0	-33.1655	-33.1655	0.993001 0.350989 0.0255826 1.12008 	1 0.202731 0.14845 0.0859281 0.0523782 0.158599 0.062985 0.10989 0.1267 0.0523383 
45000 1	-33.2359	-33.2359	0.99772 0.113807 0.0409998 1.23495 	1 0.256847 0.140701 0.0897791 0.0317694 0.190964 0.0710578 0.0440291 0.0132443 0.161608 
45000 2	-34.0915	-33.2359	0.998559 0.631413 0.0687183 2.73003 	1 0.362209 0.0437219 0.047661 0.0448734 0.0754799 0.079041 0.0924063 0.186567 0.0680397 
45000 3	-36.8106	-39.7373	0.98997 0.409412 0.0651223 0.259441 	1 0.362434 0.135725 0.223534 0.0854679 0.0169032 0.066494 0.0541537 0.0352892 0.0199996 
46000 0	-31.9904	-31.9904	0.998053 0.522073 0.0529429 1.16728 	1 0.265171 0.10224 0.145324 0.136742 0.128234 0.0419541 0.116763 0.0195283 0.0440447 
46000 1	-33.0385	-33.0385	0.998785 0.489219 0.0309969 1.32709 	1 0.222468 0.0416098 0.00806929 0.0470595 0.0952267 0.148566 0.155298 0.118923 0.16278 
46000 2	-35.2396	-35.2396	0.998408 0.52548 0.00989092 2.72167 	1 0.206276 0.0472354 0.122339 0.150982 0.018783 0.135716 0.140078 0.0600172 0.118574 
46000 3	-31.5753	-31.5753	0.99848 0.529373 0.0439883 0.204117 	1 0.324878 0.099919 0.0769928 0.083212 0.044779 0.0554652 0.0848659 0.18521 0.0446773 
47000 0	-34.7517	-34.7517	0.993518 0.634994 0.0484721 1.25136 	1 0.334193 0.0418641 0.0779935 0.033015 0.110109 0.134964 0.139334 0.0215815 0.106946 
47000 1	-33.2052	-33.2052	0.99591 0.569907 0.0144471 1.41713 	1 0.238773 0.0671774 0.0612342 0.0735669 0.0958632 0.119638 0.0774474 0.178611 0.0876898 
47000 2	-34.3717	-34.3717	0.998695 0.420361 0.138549 2.78373 	1 0.306779 0.0959147 0.0688707 0.021929 0.0957037 0.138318 0.0889185 0.0963923 0.0871734 
47000 3	-33.5391	-33.5391	0.99305 0.450959 0.0303913 0.0836913 	1 0.204559 0.0978451 0.110749 0.0967813 0.0959318 0.155408 0.0562827 0.13393 0.0485134 
48000 0	-33.3282	-33.3282	0.998359 0.81097 0.0201448 1.42497 	1 0.261208 0.0572783 0.0277498 0.0369574 0.0962172 0.100373 0.12845 0.222763 0.0690028 
48000 1	-32.1807	-32.1807	0.995929 0.545724 0.024667 1.3717 	1 0.217195 0.096232 0.0751327 0.0819732 0.113253 0.111838 0.0738222 0.090484 0.140071 
48000 2	-35.4732	-2246.32	0.994901 0.225811 0.0251358 2.84508 	1 0.215788 0.014992 0.106181 0.120475 0.138245 0.0851045 0.0844442 0.155624 0.079146 
48000 3	-31.8403	-31.8403	0.99787 0.502625 0.0214119 0.191237 	1 0.234601 0.06798 0.142768 0.0549982 0.049104 0.151933 0.0518902 0.14271 0.104015 
49000 0	-33.2356	-31.4271	0.998457 0.870986 0.00685019 1.49776 	1 0.181034 0.167462 0.0424876 0.0414338 0.12479 0.0729487 0.11691 0.101255 0.151679 
49000 1	-31.7955	-31.7955	0.996972 0.568131 0.0168464 1.26209 	1 0.166702 0.111132 0.120318 0.13156 0.127416 0.0797246 0.0936162 0.107632 0.0618981 
49000 2	-34.0524	-34.0524	0.996787 0.017588 0.0187994 2.99927 	1 0.159565 0.0831049 0.0978589 0.124929 0.113009 0.130525 0.134354 0.108889 0.0477652 
49000 3	-31.4449	-31.4449	0.998646 0.542121 0.0657739 0.154584 	1 0.313018 0.100004 0.0579224 0.129433 0.110771 0.0183286 0.0636703 0.108136 0.0987165 
50000 0	-32.4566	-32.4566	0.998364 0.804851 0.0108641 1.31289 	1 0.195367 0.0482691 0.127491 0.148708 0.171194 0.0657027 0.0991268 0.0530434 0.0910979 
50000 1	-34.2754	-34.2754	0.995328 0.539603 0.00875643 1.23636 	1 0.219916 0.143806 0.0876589 0.168859 0.0600775 0.0238556 0.0872141 0.0665856 0.142027 
50000 2	-36.8616	-37.2972	0.987191 0.0830025 0.069568 2.80991 	1 0.332577 0.0645313 0.08244 0.0736193 0.0964723 0.0661192 0.0403354 0.0655992 0.178306 
50000 3	-32.4879	-32.4879	0.996524 0.695595 0.148331 0.150058 	1 0.350187 0.0652352 0.126855 0.0830115 0.0456842 0.0900041 0.0883145 0.110482 0.0402272 
51000 0	-34.1611	-34.1611	0.994055 0.994691 0.0739134 1.37603 	1 0.294148 0.0561695 0.0434499 0.113214 0.0431205 0.153248 0.0455241 0.141326 0.109799 
51000 1	-30.6448	-35.5137	0.998685 0.388583 0.0258949 1.2725 	1 0.168838 0.0951299 0.0898114 0.0893455 0.120789 0.138275 0.103908 0.0970876 0.0968162 
51000 2	-33.5016	-33.5016	0.99717 0.0351487 0.0488611 2.70502 	1 0.288089 0.080165 0.0620477 0.148357 0.125778 0.0444235 0.112961 0.0755522 0.0626253 
51000 3	-33.0951	-33.0951	0.998932 0.64623 0.0356841 0.210581 	1 0.231399 0.113847 0.178066 0.161531 0.0505966 0.123362 0.0134714 0.111275 0.0164513 
52000 0	-33.8176	-33.8176	0.998314 0.880749 0.141844 1.40094 	1 0.350515 0.0785198 0.0703275 0.0885536 0.144331 0.132438 0.0572018 0.00661793 0.0714956 
52000 1	-37.0536	-84.6777	0.995393 0.548518 0.130746 1.34544 	1 0.353229 0.181052 0.0194003 0.129262 0.0413746 0.032524 0.053515 0.103991 0.0856507 
52000 2	-33.5927	-84.6777	0.99825 0.157655 0.0258701 2.66761 	1 0.228001 0.116202 0.0747257 0.124448 0.0733835 0.133873 0.160081 0.0421605 0.0471253 
52000 3	-33.9735	-3427.67	0.997364 0.623785 0.0261315 0.442796 	1 0.257131 0.204832 0.0746962 0.172195 0.111519 0.0721859 0.0675052 0.00588627 0.0340498 
53000 0	-31.9155	-347.877	0.997549 0.787324 0.0541301 1.40144 	1 0.254289 0.0402067 0.0649604 0.0921681 0.110992 0.0436915 0.160362 0.128862 0.104468 
53000 1	-31.6717	-31.6717	0.99893 0.712357 0.110159 1.40371 	1 0.328592 0.0316762 0.154115 0.0850144 0.0483786 0.0730533 0.103987 0.101041 0.0741427 
53000 2	-34.7976	-34.7976	0.993581 0.194784 0.0386541 2.60947 	1 0.19609 0.108316 0.0924803 0.138934 0.0614711 0.15168 0.0506836 0.0653065 0.135039 
53000 3	-34.9414	-34.7976	0.998102 0.604448 0.0161943 0.527747 	1 0.188588 0.0822713 0.118014 0.170962 0.00267707 0.0900589 0.15257 0.0369717 0.157887 
54000 0	-33.1065	-33.1065	0.998966 0.805816 0.0249513 1.26881 	1 0.263141 0.0437565 0.170124 0.0247749 0.0376079 0.169927 0.071281 0.179265 0.0401219 
54000 1	-33.996	-33.1065	0.99636 0.912898 0.0433698 1.35534 	1 0.253979 0.0482706 0.0954809 0.158717 0.0468642 0.158976 0.0829157 0.14423 0.0105676 
54000 2	-33.675	-33.675	0.996196 0.0179977 0.0303578 2.50571 	1 0.217562 0.0651687 0.14581 0.0851759 0.171736 0.131263 0.057451 0.0668892 0.0589438 
54000 3	-31.2025	-38.0794	0.998051 0.522157 0.121276 0.572788 	1 0.341347 0.0481318 0.0380502 0.0443342 0.137081 0.102968 0.051103 0.126868 0.110117 
55000 0	-33.3631	-34.1041	0.99866 0.883902 0.0649211 1.233 	1 0.327823 0.081828 0.0224283 0.149845 0.0745158 0.196836 0.0153929 0.0972063 0.0341246 
55000 1	-34.5513	-37.5233	0.996769 0.940814 0.147875 1.37034 	1 0.515276 0.10231 0.0278372 0.043425 0.0547644 0.0307004 0.130364 0.0514609 0.043863 
55000 2	-34.2326	-37.5233	0.99462 0.00504155 0.063486 2.56341 	1 0.317732 0.0258701 0.0676185 0.0723674 0.129858 0.148244 0.0660958 0.0918789 0.0803357 
55000 3	-30.7735	-30.7735	0.99892 0.645504 0.0336335 0.678521 	1 0.239526 0.169863 0.0317762 0.118294 0.0847209 0.0969264 0.110523 0.0942848 0.0540852 
