# Loaded with 9 hypotheses, 10 rules, 81 data, and 2 nonterminals.
# Allocating memory 
# Setting up MCMC variables
# Starting MCMC
24000 1	-32.0964	-32.0964	0.995625 0.161472 0.0727962 0.989907 	1 0.234705 0.0987482 0.123964 0.125262 0.105722 0.133609 0.117732 0.0149813 0.045277 
24000 2	-33.4422	-32.0964	0.998429 0.995195 0.0262726 2.61299 	1 0.211693 0.0947993 0.114288 0.12584 0.0572802 0.147309 0.124808 0.0781099 0.0458742 
24000 3	-31.0832	-31.0832	0.997977 0.902833 0.0799227 0.249522 	1 0.286326 0.0836497 0.0437187 0.0871229 0.101244 0.05957 0.0641712 0.162376 0.111821 
25000 0	-33.366	-34.9773	0.99854 0.28733 0.0229513 1.30629 	1 0.235683 0.0719516 0.0352516 0.144923 0.0625618 0.167693 0.203901 0.0477182 0.0303176 
25000 1	-30.8004	-32.4975	0.998828 0.299925 0.0463089 1.06224 	1 0.261839 0.0734331 0.0472601 0.0763104 0.050569 0.164295 0.116717 0.0698872 0.139689 
25000 2	-33.2859	-33.2859	0.998135 0.966095 0.0918887 2.55648 	1 0.306177 0.0352174 0.0900912 0.149463 0.0670189 0.0817517 0.124781 0.0813561 0.0641442 
25000 3	-31.9818	-33.2859	0.997633 0.820174 0.0980622 0.226968 	1 0.345337 0.0949865 0.102974 0.040863 0.0816869 0.0693421 0.0735676 0.166164 0.0250782 
26000 0	-33.9488	-33.9488	0.994389 0.0708093 0.0198986 1.2133 	1 0.247591 0.093732 0.00973658 0.0582705 0.145007 0.132736 0.145578 0.103192 0.0641567 
26000 1	-31.6853	-31.6853	0.996879 0.122228 0.051748 0.890134 	1 0.276147 0.027002 0.11972 0.105188 0.0696175 0.0586451 0.136281 0.166485 0.0409137 
26000 2	-35.8538	-36.0851	0.998955 0.946427 0.0299662 2.62234 	1 0.223267 0.0138935 0.00951589 0.163596 0.152312 0.0427536 0.164904 0.13242 0.0973398 
26000 3	-32.3488	-32.3488	0.995138 0.983748 0.0491412 0.358721 	1 0.243688 0.0889837 0.0737905 0.149992 0.0778035 0.0389496 0.0869188 0.143669 0.0962041 
27000 0	-30.7325	-77.9771	0.997902 0.15244 0.0820504 1.15595 	1 0.256112 0.0973359 0.136173 0.117217 0.0788533 0.0461335 0.0536385 0.0847053 0.129833 
27000 1	-33.4425	-33.4425	0.994277 0.0578521 0.0120797 0.680092 	1 0.180741 0.0602231 0.0113817 0.160186 0.119259 0.0899487 0.149329 0.119788 0.109143 
27000 2	-35.3405	-35.3405	0.996795 0.910503 0.0320458 2.74041 	1 0.284962 0.152686 0.0261228 0.121637 0.0803634 0.0890923 0.120481 0.0897219 0.0349328 
27000 3	-31.8946	-31.8946	0.998211 0.863113 0.0444642 0.5218 	1 0.236775 0.088277 0.173593 0.0266471 0.0676116 0.0764954 0.0633104 0.17054 0.0967506 
28000 0	-32.4139	-32.4139	0.997565 0.193521 0.103263 1.06291 	1 0.389032 0.0840025 0.0830583 0.0296618 0.0170932 0.137492 0.137535 0.061525 0.0606001 
28000 1	-32.8495	-32.4139	0.996444 0.0312619 0.00957383 0.697044 	1 0.185591 0.0751817 0.0186582 0.123499 0.147016 0.0772804 0.052404 0.15678 0.163591 
28000 2	-39.3513	-44.339	0.996069 0.868067 0.0309538 2.70962 	1 0.467546 0.00428335 0.133973 0.0867226 0.0933379 0.0347615 0.0374551 0.0289798 0.112941 
28000 3	-32.2776	-32.2776	0.996337 0.842909 0.0837331 0.752348 	1 0.291925 0.0656342 0.0469208 0.041065 0.0508121 0.12979 0.129185 0.164145 0.0805227 
29000 0	-31.9213	-32.649	0.994312 0.362201 0.089182 1.09472 	1 0.230007 0.10555 0.0963107 0.108442 0.0892857 0.108099 0.0814901 0.0543006 0.126514 
29000 1	-33.1597	-32.649	0.99255 0.0631325 0.0253767 0.749483 	1 0.29625 0.0746835 0.0703669 0.113353 0.157818 0.0521398 0.132424 0.067757 0.0352082 
29000 2	-36.1114	-36.1114	0.996304 0.837067 0.0957429 2.65284 	1 0.310598 0.0931742 0.0397666 0.18589 0.0943693 0.0356678 0.0738287 0.0796668 0.0870387 
29000 3	-32.6483	-32.6483	0.997664 0.818558 0.00924354 0.7689 	1 0.257206 0.180289 0.0787704 0.0577975 0.0590529 0.132728 0.0642282 0.0930862 0.0768418 
30000 0	-31.505	-31.505	0.996498 0.315121 0.0636394 1.38976 	1 0.235339 0.072601 0.0385971 0.139649 0.135766 0.107648 0.0947486 0.0743137 0.101337 
30000 1	-31.0036	-31.0036	0.995594 0.0878107 0.0660642 0.661464 	1 0.249598 0.136827 0.0419252 0.0912422 0.0558485 0.104988 0.0942842 0.148718 0.0765699 
30000 2	-35.1559	-35.1559	0.997761 0.901712 0.104393 2.66327 	1 0.313582 0.120754 0.0569832 0.0933228 0.0165618 0.0723671 0.0338378 0.15958 0.133012 
30000 3	-32.2943	-32.2943	0.997639 0.851256 0.0383068 0.580458 	1 0.220947 0.118242 0.0198021 0.166075 0.144265 0.0681283 0.112974 0.121841 0.0277247 
31000 0	-32.1772	-32.1772	0.998379 0.228205 0.0197292 1.27576 	1 0.264288 0.0686601 0.0872287 0.0674606 0.102867 0.0238039 0.124411 0.100469 0.160811 
31000 1	-33.7318	-33.7318	0.993667 0.0305297 0.060179 0.805982 	1 0.231785 0.00979615 0.137204 0.0830409 0.152705 0.129567 0.0395142 0.15367 0.0627175 
31000 2	-35.1247	-33.7318	0.996108 0.795165 0.0177096 2.65964 	1 0.172861 0.0921985 0.034308 0.0617309 0.0950935 0.132406 0.120605 0.139711 0.151086 
31000 3	-32.9641	-34.8061	0.996879 0.916123 0.0701796 0.595816 	1 0.400432 0.0921385 0.0722341 0.0781996 0.07403 0.0116947 0.0952135 0.115346 0.0607119 
32000 0	-34.6547	-34.6547	0.992714 0.172734 0.0089577 1.22347 	1 0.18383 0.118153 0.149778 0.0277546 0.17086 0.160361 0.0496461 0.0805619 0.0590542 
32000 1	-33.2031	-33.2031	0.995992 0.0681321 0.0521022 0.884221 	1 0.372894 0.0460534 0.0792735 0.117497 0.0143855 0.0683713 0.10451 0.0350324 0.161983 
32000 2	-33.7012	-33.2031	0.998191 0.574782 0.068763 2.81144 	1 0.219419 0.0561893 0.135357 0.12362 0.0609751 0.12966 0.0929684 0.0550062 0.126805 
32000 3	-33.8678	-39.9327	0.998491 0.926281 0.0013814 0.44855 	1 0.218955 0.0483145 0.104172 0.0815204 0.153928 0.0438101 0.101883 0.139357 0.108061 
33000 0	-32.033	-32.033	0.997488 0.23557 0.0475509 1.20989 	1 0.305258 0.135689 0.139101 0.0980104 0.0265507 0.0824536 0.0483432 0.0475512 0.117043 
33000 1	-32.1081	-32.1081	0.99438 0.117175 0.0503188 0.935707 	1 0.264857 0.0688857 0.144518 0.128078 0.119024 0.102508 0.027561 0.0978006 0.0467669 
33000 2	-35.8787	-32.1081	0.996632 0.5715 0.0332919 2.6926 	1 0.281812 0.0560102 0.166219 0.0307352 0.0944721 0.0495583 0.156511 0.146759 0.0179237 
33000 3	-33.0739	-160.915	0.998977 0.882924 0.0982766 0.309776 	1 0.256422 0.0782083 0.0850518 0.107613 0.096291 0.110604 0.16112 0.0396653 0.0650241 
34000 0	-32.396	-32.396	0.996839 0.367001 0.0505425 1.29616 	1 0.28222 0.0983419 0.0242227 0.0273882 0.10792 0.138587 0.103063 0.113356 0.104901 
34000 1	-33.4109	-33.4109	0.994141 0.129228 0.0197401 0.908089 	1 0.232231 0.039954 0.135231 0.0460801 0.183586 0.171459 0.102592 0.0381989 0.0506687 
34000 2	-33.7362	-33.7362	0.998399 0.594237 0.0384386 2.79292 	1 0.188396 0.0166762 0.125869 0.0888897 0.131349 0.0977399 0.105069 0.133317 0.112694 
34000 3	-32.007	-32.007	0.998814 0.779977 0.0274631 0.461403 	1 0.200931 0.135068 0.0922937 0.12572 0.019449 0.154296 0.0820217 0.0259399 0.16428 
35000 0	-32.5939	-32.5939	0.997732 0.404971 0.0587661 1.29472 	1 0.218914 0.133587 0.152316 0.122696 0.0256102 0.0563367 0.123665 0.0643413 0.102534 
35000 1	-34.9695	-45.9048	0.993211 0.230266 0.0263848 0.892161 	1 0.223627 0.145874 0.0719621 0.157488 0.0675186 0.0337296 0.095279 0.0138651 0.190656 
35000 2	-37.0242	-37.0242	0.996263 0.633365 0.0204207 2.76973 	1 0.298313 0.0376715 0.0471919 0.0433461 0.0960013 0.238531 0.157327 0.0230248 0.058593 
35000 3	-31.384	-34.5648	0.996646 0.651234 0.0286752 0.460593 	1 0.185219 0.0512384 0.0532852 0.0752361 0.0996101 0.138389 0.130968 0.124153 0.1419 
36000 0	-32.2072	-103.122	0.998631 0.34089 0.0220756 1.23257 	1 0.243732 0.137506 0.0552205 0.0409051 0.132109 0.0229817 0.127894 0.106728 0.132925 
36000 1	-31.5577	-44.7518	0.995777 0.160308 0.0265379 0.956299 	1 0.229582 0.129161 0.0434873 0.0841452 0.0919921 0.112213 0.134538 0.0969518 0.0779295 
36000 2	-35.2408	-35.6077	0.996097 0.716454 0.0453671 2.58467 	1 0.333267 0.121915 0.0483213 0.055501 0.0416274 0.0939146 0.035171 0.146427 0.123856 
36000 3	-30.8809	-30.8809	0.998316 0.672934 0.0483011 0.382419 	1 0.288388 0.153689 0.0891927 0.093276 0.0782235 0.0873701 0.027876 0.0929323 0.0890528 
37000 0	-33.9062	-33.9062	0.99896 0.497924 0.0836601 1.32446 	1 0.282581 0.0278671 0.146564 0.177993 0.141102 0.0529396 0.018677 0.109774 0.0425033 
37000 1	-33.4508	-33.4508	0.996728 0.159716 0.0297312 1.07041 	1 0.263792 0.114611 0.0671459 0.0295309 0.136361 0.103559 0.143405 0.133694 0.00789962 
37000 2	-34.5724	-33.4508	0.996939 0.693951 0.0930834 2.60395 	1 0.248295 0.0637102 0.14413 0.0772582 0.0753499 0.0634438 0.113597 0.107462 0.106754 
