Chain-1	0	3000	203.289013863	143.898	0.001	-49.9745	12824	12895	-339.2392
Chain-1	0	3000	208.912837982	208.112	0.0	-207.9035	12824	12857	-339.2392
Chain-1	0	3000	209.892987013	83.299	0.002	-48.4525	12824	12894	-339.2392
Chain-1	0	3000	208.981279135	122.007	0.0	-121.9961	12824	13013	-339.2392
Chain-1	0	3000	217.986063004	97.066	0.002	-88.7093	12824	12873	-339.2392
Chain-1	0	3000	221.73232317	181.197	0.001	-168.3165	12824	12885	-339.2392
Chain-1	0	3000	216.119358063	208.242	0.0	-207.9159	12824	12848	-339.2392
Chain-1	0	3000	229.656043053	123.472	0.002	-88.8884	12824	12869	-339.2392
Chain-1	0	4000	240.586619854	190.938	0.0	-97.8549	12824	12932	-339.2392
Chain-1	0	3000	227.383747101	208.179	0.0	-207.9477	12824	12887	-339.2392
Chain-1	0	3000	225.61027503	179.147	0.001	-116.9061	12824	12877	-339.2392
Chain-1	0	3000	243.810683012	143.563	0.001	-91.9813	12824	12847	-339.2392
Chain-1	0	4000	268.212715864	75.824	0.003	-48.2417	12824	12896	-339.2392
Chain-1	0	4000	268.571835995	89.213	0.002	-88.8388	12824	12884	-339.2392
Chain-1	0	3000	249.730106115	121.508	0.001	-88.8597	12824	12900	-339.2392
Chain-1	0	4000	272.090919018	103.074	0.003	-48.1322	12824	12895	-339.2392
Chain-1	0	4000	272.133800983	122.007	0.0	-121.9961	12824	13051	-339.2392
Chain-1	0	4000	278.72101593	208.112	0.0	-207.9035	12824	12861	-339.2392
Chain-1	0	3000	229.584409952	125.792	0.002	-90.3338	12824	12856	-339.2392
Chain-1	0	5000	286.867069006	190.938	0.0	-97.8549	12824	12932	-339.2392
Chain-1	0	4000	289.15743804	181.197	0.001	-168.3165	12824	12899	-339.2392
Chain-1	0	4000	289.140396833	94.957	0.002	-88.7043	12824	12885	-339.2392
Chain-1	0	4000	279.54189992	165.734	0.001	-116.9049	12824	12896	-339.2392
Chain-1	0	4000	300.177993059	114.556	0.002	-88.8751	12824	12873	-339.2392
Chain-1	0	4000	291.763741016	208.179	0.0	-207.9477	12824	12889	-339.2392
Chain-1	0	4000	301.806350946	208.242	0.0	-207.9159	12824	12859	-339.2392
Chain-1	0	4000	320.770622969	133.714	0.001	-91.9705	12824	12854	-339.2392
Chain-1	0	5000	326.448421001	122.007	0.0	-121.9961	12824	13100	-339.2392
Chain-1	0	5000	332.337278843	69.033	0.003	-48.2318	12824	12896	-339.2392
Chain-1	0	5000	331.502997875	88.933	0.003	-48.0969	12824	12898	-339.2392
Chain-1	0	5000	338.572915077	89.14	0.002	-88.8091	12824	12898	-339.2392
Chain-1	0	6000	341.137136936	190.938	0.0	-97.8549	12824	12936	-339.2392
Chain-1	0	5000	343.475408792	208.112	0.0	-207.9035	12824	12866	-339.2392
Chain-1	0	5000	357.648770094	181.197	0.001	-168.3165	12824	12911	-339.2392
Chain-1	0	4000	308.367377996	116.403	0.002	-90.3289	12824	12857	-339.2392
Chain-1	0	5000	359.392591953	93.555	0.002	-88.7043	12824	12887	-339.2392
Chain-1	0	4000	341.908643007	113.883	0.001	-88.8269	12824	12926	-339.2392
Chain-1	0	5000	352.737266064	208.179	0.0	-207.9477	12824	12895	-339.2392
Chain-1	0	5000	349.768648863	152.299	0.001	-89.1042	12824	12911	-339.2392
Chain-1	0	5000	367.283778906	109.772	0.003	-88.8153	12824	12894	-339.2392
Chain-1	0	6000	383.14343214	122.007	0.0	-121.9961	12824	13111	-339.2392
Chain-1	0	5000	381.330832958	208.242	0.0	-207.9159	12824	12860	-339.2392
Chain-1	0	7000	394.662585974	190.938	0.0	-97.8549	12824	12940	-339.2392
Chain-1	0	6000	392.53953886	79.082	0.003	-48.0433	12824	12898	-339.2392
Chain-1	0	6000	399.917849064	64.787	0.004	-48.0385	12824	12897	-339.2392
Chain-1	0	6000	406.750339985	89.075	0.002	-88.809	12824	12912	-339.2392
Chain-1	0	5000	404.41146493	125.913	0.001	-91.459	12824	12873	-339.2392
Chain-1	0	6000	418.167411804	208.112	0.0	-207.9035	12824	12875	-339.2392
Chain-1	0	6000	421.109083176	181.197	0.001	-168.3165	12824	12920	-339.2392
Chain-1	0	6000	414.423001051	208.179	0.0	-207.9477	12824	12896	-339.2392
Chain-1	0	6000	413.899492979	136.518	0.002	-88.8301	12824	12927	-339.2392
Chain-1	0	6000	434.27451396	106.264	0.003	-88.8095	12824	12906	-339.2392
Chain-1	0	5000	388.930018902	110.933	0.002	-90.293	12824	12863	-339.2392
Chain-1	0	6000	437.680226803	92.643	0.002	-88.6692	12824	12900	-339.2392
Chain-1	0	8000	441.81375289	190.938	0.0	-97.8549	12824	12945	-339.2392
Chain-1	0	7000	437.255439997	122.007	0.0	-121.9961	12824	13113	-339.2392
Chain-1	0	5000	428.143316031	105.836	0.002	-88.8205	12824	12929	-339.2392
Chain-1	0	7000	454.028923988	72.901	0.004	-47.9261	12824	12898	-339.2392
Chain-1	0	7000	461.754866838	62.793	0.004	-48.0373	12824	12900	-339.2392
Chain-1	0	6000	454.931098938	208.242	0.0	-207.9159	12824	12862	-339.2392
Chain-1	0	7000	472.847095013	89.04	0.003	-88.799	12824	12922	-339.2392
Chain-1	0	6000	483.54480505	119.276	0.001	-91.4274	12824	12885	-339.2392
Chain-1	0	7000	492.415410995	181.197	0.001	-168.3165	12824	12924	-339.2392
Chain-1	0	7000	480.027537107	208.179	0.0	-207.9477	12824	12897	-339.2392
Chain-1	0	9000	496.337461948	190.938	0.0	-97.8549	12824	12945	-339.2392
Chain-1	0	7000	478.239887953	126.562	0.002	-88.8291	12824	12936	-339.2392
Chain-1	0	8000	495.323583126	122.007	0.0	-121.9961	12824	13115	-339.2392
Chain-1	0	7000	497.522260904	103.665	0.003	-88.8093	12824	12908	-339.2392
Chain-1	0	7000	501.665217876	208.112	0.0	-207.9035	12824	12877	-339.2392
Chain-1	0	7000	513.578660965	92.106	0.003	-88.6589	12824	12913	-339.2392
Chain-1	0	6000	465.169644833	108.53	0.002	-90.292	12824	12873	-339.2392
Chain-1	0	8000	513.399209976	69.082	0.005	-47.9094	12824	12898	-339.2392
Chain-1	0	8000	531.65587306	60.652	0.004	-47.9263	12824	12900	-339.2392
Chain-1	0	8000	539.321238041	89.015	0.003	-88.7979	12824	12922	-339.2392
Chain-1	0	6000	529.031192064	102.37	0.002	-88.8124	12824	12934	-339.2392
Chain-1	0	9000	549.940655947	122.007	0.0	-121.9961	12824	13120	-339.2392
Chain-1	0	7000	544.095571041	206.833	0.0	-93.9837	12824	12868	-339.2392
Chain-1	0	8000	546.032072067	208.179	0.0	-207.9477	12824	12897	-339.2392
Chain-1	0	8000	543.83773303	119.878	0.002	-88.8271	12824	12937	-339.2392
Chain-1	0	8000	565.55429101	181.197	0.001	-168.3165	12824	12930	-339.2392
Chain-1	0	7000	563.522562981	114.491	0.001	-91.4268	12824	12888	-339.2392
Chain-1	0	8000	565.425450087	101.806	0.003	-88.8073	12824	12915	-339.2392
Chain-1	0	8000	579.063284874	208.112	0.0	-207.9035	12824	12880	-339.2392
Chain-1	0	7000	532.950460911	105.813	0.002	-90.292	12824	12884	-339.2392
Chain-1	0	8000	584.530337811	91.679	0.003	-88.651	12824	12928	-339.2392
Chain-1	0	9000	581.077208996	66.243	0.005	-47.8888	12824	12900	-339.2392
Chain-1	0	9000	600.299926996	59.015	0.005	-47.923	12824	12900	-339.2392
Chain-1	0	9000	603.568512917	88.964	0.003	-88.7923	12824	12928	-339.2392
Chain-1	0	9000	602.981472969	208.179	0.0	-207.9477	12824	12898	-339.2392
Chain-5	0	1000	80.7113010883	216.543	0.0	-207.9413	12824	12875	-339.2392
Chain-1	0	9000	614.502383947	115.445	0.002	-88.8154	12824	12945	-339.2392
Chain-1	0	9000	633.814821005	181.197	0.001	-168.3165	12824	12936	-339.2392
Chain-1	0	9000	631.054122925	100.313	0.004	-88.8071	12824	12918	-339.2392
Chain-1	0	8000	637.811023951	111.167	0.001	-91.4268	12824	12892	-339.2392
Chain-1	0	7000	621.367191076	100.169	0.002	-88.8105	12824	12955	-339.2392
Chain-1	0	9000	648.013407946	208.112	0.0	-207.9035	12824	12882	-339.2392
Chain-1	0	8000	637.488729	172.716	0.0	-93.9837	12824	12874	-339.2392
Chain-1	0	8000	602.658123016	104.039	0.002	-90.287	12824	12899	-339.2392
Chain-1	0	9000	663.002438784	91.282	0.003	-88.6502	12824	12929	-339.2392
Chain-5	0	1000	75.6172599792	235.168	0.0	-207.9792	12824	12906	-339.2392
Chain-5	0	2000	158.775146961	203.139	0.001	-120.3866	12824	12898	-339.2392
Chain-1	0	9000	707.732270956	108.806	0.002	-91.4241	12824	12898	-339.2392
Chain-1	0	9000	667.896756887	101.943	0.003	-88.6556	12824	12902	-339.2392
Chain-1	0	8000	700.837312937	98.163	0.003	-88.8082	12824	12960	-339.2392
Chain-5	0	1000	79.6790161133	224.546	0.001	-207.94	12824	12860	-339.2392
Chain-1	0	9000	718.793049097	147.163	0.0	-93.9837	12824	12882	-339.2392
Chain-5	0	1000	89.4931721687	185.829	0.001	-92.3379	12824	12883	-339.2392
Chain-5	0	2000	150.621860981	218.574	0.0	-207.9792	12824	12911	-339.2392
Chain-5	0	1000	95.0093631744	231.932	0.001	-207.94	12824	12922	-339.2392
Chain-5	0	1000	84.9120869637	163.085	0.001	-90.6877	12824	12858	-339.2392
Chain-5	0	1000	73.9230630398	234.784	0.001	-207.9159	12824	12903	-339.2392
Chain-5	0	3000	229.923591137	175.92	0.002	-3.9893	12824	12926	-339.2392
Chain-5	0	1000	80.3926329613	213.842	0.0	-89.1554	12824	12911	-339.2392
Chain-5	0	1000	68.6915647984	208.931	0.0	-208.0711	12824	12910	-339.2392
Chain-5	0	2000	151.260917902	207.096	0.001	-89.0643	12824	12882	-339.2392
Chain-5	0	1000	87.5432209969	255.132	0.0	-208.1628	12824	12963	-339.2392
Chain-1	0	9000	780.396907091	97.262	0.003	-88.8072	12824	12991	-339.2392
Chain-5	0	1000	73.7399189472	208.495	0.001	-89.116	12824	12937	-339.2392
Chain-5	0	2000	156.778778076	144.694	0.001	-88.8949	12824	12864	-339.2392
Chain-5	0	2000	166.930426121	180.951	0.001	-88.9062	12824	12889	-339.2392
Chain-5	0	2000	169.249536037	214.099	0.001	-207.94	12824	12928	-339.2392
Chain-5	0	3000	229.494167089	214.462	0.001	-207.9451	12824	12921	-339.2392
Chain-5	0	4000	295.118216038	150.053	0.002	-0.4269	12824	12937	-339.2392
Chain-5	0	2000	145.377321959	182.581	0.001	-88.8953	12824	12924	-339.2392
Chain-5	0	2000	133.0157938	189.649	0.001	-90.5472	12824	12951	-339.2392
Chain-5	0	1000	82.2574551105	202.416	0.0	-90.7649	12824	12879	-339.2392
Chain-5	0	2000	160.732198	219.561	0.001	-207.9159	12824	12924	-339.2392
Chain-5	0	1000	83.0441329479	211.101	0.001	-89.1554	12824	12867	-339.2392
Chain-5	0	2000	138.951828957	158.012	0.001	-88.8949	12824	12951	-339.2392
Chain-5	0	3000	224.665618896	183.969	0.002	-88.8673	12824	12890	-339.2392
Chain-5	0	2000	160.704282999	228.158	0.0	-207.9738	12824	12993	-339.2392
Chain-5	0	1000	79.3751218319	208.116	0.0	-207.9477	12824	12867	-339.2392
Chain-5	0	3000	237.858357191	172.855	0.001	-88.872	12824	12890	-339.2392
Chain-5	0	3000	228.299252987	129.418	0.002	-88.8275	12824	12867	-339.2392
Chain-5	0	4000	304.294849873	212.596	0.001	-207.9387	12824	12932	-339.2392
Chain-5	0	3000	211.750283957	176.221	0.001	-88.8885	12824	12933	-339.2392
Chain-5	0	5000	364.175674915	137.703	0.003	-0.2386	12824	12951	-339.2392
Chain-5	0	3000	201.369349957	174.796	0.001	-90.513	12824	12980	-339.2392
Chain-5	0	3000	253.856225014	211.031	0.001	-207.9023	12824	12930	-339.2392
Chain-5	0	3000	228.966668129	215.402	0.001	-207.9159	12824	12935	-339.2392
Chain-5	0	2000	158.29927516	172.076	0.001	-90.561	12824	12883	-339.2392
Chain-5	0	3000	225.117286921	205.07	0.001	-94.4642	12824	13008	-339.2392
Chain-5	0	2000	156.497193813	187.376	0.001	-89.0827	12824	12873	-339.2392
Chain-5	0	4000	298.667450905	172.752	0.002	-88.8258	12824	12917	-339.2392
Chain-5	0	3000	217.060395956	145.182	0.002	-88.8326	12824	12962	-339.2392
Chain-5	0	2000	155.814594984	207.962	0.0	-207.9477	12824	12905	-339.2392
Chain-5	0	4000	288.882518053	120.118	0.002	-88.6752	12824	12877	-339.2392
Chain-5	0	4000	306.619935989	167.811	0.002	-88.8591	12824	12896	-339.2392
Chain-5	0	4000	270.806864023	167.121	0.001	-90.5122	12824	12984	-339.2392
Chain-5	0	5000	379.832907915	206.669	0.001	-119.8794	12824	12936	-339.2392
Chain-5	0	4000	286.820730925	171.166	0.001	-88.8839	12824	12935	-339.2392
Chain-5	0	4000	288.544464111	208.203	0.001	-48.6131	12824	12950	-339.2392
Chain-5	0	6000	442.511017084	126.032	0.003	-0.2386	12824	12967	-339.2392
Chain-5	0	1000	121.785531998	224.51	0.0	-207.9805	12824	12939	-339.2392
Chain-5	0	4000	342.369868994	206.394	0.001	-93.9474	12824	12938	-339.2392
Chain-5	0	3000	231.128275156	163.998	0.001	-90.4976	12824	12894	-339.2392
Chain-5	0	4000	291.933343887	186.778	0.001	-89.1084	12824	13036	-339.2392
Chain-5	0	3000	224.799548864	173.211	0.001	-88.8765	12824	12879	-339.2392
Chain-5	0	5000	362.754120111	164.457	0.002	-88.8258	12824	12928	-339.2392
Chain-5	0	3000	221.350070953	207.941	0.0	-207.9159	12824	12937	-339.2392
Chain-5	0	4000	287.582484007	141.729	0.002	-88.8326	12824	12970	-339.2392
Chain-5	0	5000	372.3586061	163.86	0.002	-88.858	12824	12897	-339.2392
Chain-5	0	5000	366.679979086	115.125	0.002	-88.6749	12824	12895	-339.2392
Chain-5	0	5000	345.554558039	190.344	0.001	-48.5362	12824	12960	-339.2392
Chain-5	0	5000	354.006783009	168.314	0.002	-88.7363	12824	12935	-339.2392
Chain-5	0	5000	341.86429286	157.649	0.002	-90.4794	12824	12991	-339.2392
Chain-5	0	7000	519.24153614	116.77	0.003	-0.2386	12824	12975	-339.2392
Chain-5	0	6000	465.787029982	196.565	0.001	-93.9837	12824	12937	-339.2392
Chain-5	0	4000	287.40128994	161.42	0.002	-88.8324	12824	12887	-339.2392
Chain-5	0	5000	362.113075972	173.67	0.001	-89.0723	12824	13051	-339.2392
Chain-5	0	5000	422.534355164	198.132	0.001	-92.1858	12824	12948	-339.2392
Chain-5	0	4000	285.504604816	207.985	0.0	-207.9147	12824	12959	-339.2392
Chain-5	0	6000	435.370111942	158.857	0.002	-88.8257	12824	12947	-339.2392
Chain-5	0	4000	311.009096146	160.205	0.001	-90.4965	12824	12899	-339.2392
Chain-5	0	2000	212.305536032	213.236	0.0	-207.9477	12824	12957	-339.2392
Chain-5	0	5000	361.132941008	139.042	0.002	-88.8326	12824	12981	-339.2392
Chain-5	0	6000	439.43373704	161.285	0.002	-88.6411	12824	12911	-339.2392
Chain-5	0	6000	410.195165157	179.778	0.001	-48.3663	12824	12972	-339.2392
Chain-5	0	6000	451.190551043	111.508	0.003	-88.6676	12824	12912	-339.2392
Chain-5	0	6000	413.990613937	155.244	0.002	-90.3033	12824	13019	-339.2392
Chain-5	0	6000	428.434610844	165.916	0.002	-88.7345	12824	12937	-339.2392
Chain-5	0	5000	354.956951857	154.76	0.002	-88.8281	12824	12911	-339.2392
Chain-5	0	8000	596.017313957	109.465	0.004	-0.2386	12824	12979	-339.2392
Chain-5	0	6000	430.524034023	163.337	0.002	-89.0598	12824	13062	-339.2392
Chain-5	0	7000	546.626574993	186.06	0.001	-93.2722	12824	12941	-339.2392
Chain-5	0	6000	496.695559978	193.208	0.001	-92.1556	12824	12961	-339.2392
Chain-5	0	6000	425.989242077	130.825	0.002	-88.6676	12824	13009	-339.2392
Chain-5	0	7000	511.580636024	156.57	0.003	-88.7902	12824	12972	-339.2392
Chain-5	0	5000	386.741288185	159.949	0.001	-90.3542	12824	12903	-339.2392
Chain-5	0	5000	364.140749931	203.572	0.001	-94.4874	12824	12990	-339.2392
Chain-5	0	7000	469.404236078	177.876	0.001	-48.3663	12824	12983	-339.2392
Chain-5	0	3000	305.056839943	210.87	0.0	-207.9159	12824	12971	-339.2392
Chain-5	0	7000	520.540505171	158.383	0.002	-88.635	12824	12916	-339.2392
Chain-5	0	7000	524.686944008	108.843	0.003	-88.664	12824	12927	-339.2392
Chain-5	0	6000	428.700760841	149.777	0.002	-88.8146	12824	12923	-339.2392
Chain-5	0	7000	499.948555946	151.165	0.002	-90.1797	12824	13028	-339.2392
Chain-5	0	7000	516.90689683	162.333	0.003	-88.7016	12824	12947	-339.2392
Chain-5	0	9000	668.806369066	104.117	0.004	-0.1927	12824	12983	-339.2392
Chain-5	0	7000	504.509592056	158.712	0.002	-89.0588	12824	13071	-339.2392
Chain-5	0	7000	493.709841967	124.99	0.003	-88.6613	12824	13027	-339.2392
Chain-5	0	6000	430.603530884	195.536	0.001	-94.2015	12824	13017	-339.2392
Chain-5	0	7000	571.665202141	190.698	0.001	-92.1263	12824	12971	-339.2392
Chain-5	0	8000	630.59375596	181.573	0.001	-92.0023	12824	12958	-339.2392
Chain-5	0	6000	462.918622971	154.32	0.001	-90.2253	12824	12907	-339.2392
Chain-5	0	8000	590.625700951	153.058	0.003	-88.7892	12824	12989	-339.2392
Chain-5	0	8000	543.257503033	175.297	0.002	-48.2161	12824	12991	-339.2392
Chain-5	0	8000	586.800691128	154.233	0.002	-88.6269	12824	12921	-339.2392
Chain-5	0	8000	595.199275017	106.518	0.004	-88.6615	12824	12938	-339.2392
Chain-5	0	7000	497.025416851	146.943	0.003	-88.8065	12824	12942	-339.2392
Chain-5	0	4000	404.460682869	205.729	0.001	-88.9416	12824	12999	-339.2392
Chain-5	0	10000	735.91386199	100.117	0.005	-0.1705	12824	12992	-339.2392
Chain-5	0	8000	571.455724955	145.891	0.002	-90.1748	12824	13057	-339.2392
Chain-5	0	8000	571.917198896	157.705	0.002	-89.0563	12824	13079	-339.2392
Chain-5	0	8000	597.063603878	157.045	0.003	-88.7008	12824	12953	-339.2392
Chain-5	0	8000	565.292279959	120.159	0.003	-88.6613	12824	13030	-339.2392
Chain-5	0	7000	502.563971996	194.126	0.001	-94.2015	12824	13047	-339.2392
Chain-5	0	9000	605.656424999	169.386	0.002	-48.2062	12824	12996	-339.2392
Chain-5	0	9000	705.523926973	176.734	0.001	-91.9751	12824	12967	-339.2392
Chain-5	0	8000	648.227488041	189.35	0.001	-91.9813	12824	12979	-339.2392
Chain-5	0	7000	536.172646046	149.544	0.002	-88.8543	12824	12914	-339.2392
Chain-5	0	9000	667.827672005	150.244	0.003	-88.7892	12824	13002	-339.2392
Chain-5	0	9000	660.307004213	151.555	0.003	-88.6268	12824	12924	-339.2392
Chain-5	0	9000	671.795469999	106.04	0.004	-88.6613	12824	12958	-339.2392
Chain-5	0	9000	639.967157841	157.159	0.002	-89.0563	12824	13095	-339.2392
Chain-5	0	8000	573.336644888	144.288	0.003	-88.8005	12824	12955	-339.2392
Chain-10	0	1000	79.083261013	217.552	0.001	-207.9321	12824	12892	-339.2392
Chain-5	0	8000	569.455515862	180.614	0.001	-51.832	12824	13078	-339.2392
Chain-5	0	5000	491.706496	195.472	0.001	-88.9416	12824	13036	-339.2392
Chain-5	0	10000	670.329348087	163.03	0.002	-48.2062	12824	13014	-339.2392
Chain-5	0	9000	634.965105057	116.859	0.003	-88.6568	12824	13047	-339.2392
Chain-5	0	9000	656.919888973	141.169	0.003	-90.1732	12824	13067	-339.2392
Chain-5	0	9000	673.990063906	152.958	0.003	-88.7006	12824	12959	-339.2392
Chain-5	0	9000	718.956663132	189.453	0.001	-91.9763	12824	12996	-339.2392
Chain-5	0	8000	605.514912128	144.876	0.002	-51.832	12824	12922	-339.2392
Chain-5	0	10000	734.490036011	148.013	0.003	-88.7892	12824	13008	-339.2392
Chain-5	0	10000	780.946992874	172.807	0.002	-48.6131	12824	12973	-339.2392
Chain-5	0	10000	736.694086075	149.214	0.003	-88.6256	12824	12933	-339.2392
Chain-5	0	10000	740.958574057	104.433	0.004	-50.1454	12824	12970	-339.2392
Chain-5	0	10000	701.635885	158.265	0.002	-89.0563	12824	13123	-339.2392
Chain-5	0	10000	713.791203976	137.015	0.003	-90.1732	12824	13071	-339.2392
Chain-5	0	9000	628.675968885	166.403	0.002	-49.4174	12824	13095	-339.2392
Chain-10	0	2000	150.160608053	212.283	0.001	-207.9321	12824	12928	-339.2392
Chain-5	0	9000	650.323980808	143.69	0.003	-88.8005	12824	12977	-339.2392
Chain-5	0	6000	564.143667936	187.949	0.001	-88.9041	12824	13074	-339.2392
Chain-5	0	10000	746.754505873	150.159	0.003	-88.6707	12824	12971	-339.2392
Chain-5	0	9000	670.732303143	139.725	0.003	-48.5725	12824	12928	-339.2392
Chain-5	0	10000	713.045635939	114.149	0.003	-88.6568	12824	13054	-339.2392
Chain-5	0	10000	799.713669062	189.251	0.001	-91.9763	12824	13008	-339.2392
Chain-10	0	1000	95.2458231449	260.006	0.001	-90.7649	12824	12930	-339.2392
Chain-10	0	1000	81.7433168888	244.807	0.001	-92.3743	12824	12947	-339.2392
Chain-10	0	1000	84.3289320469	255.229	0.0	-207.9477	12824	12919	-339.2392
Chain-10	0	1000	82.3150911331	232.235	0.001	-207.9023	12824	12911	-339.2392
Chain-5	0	10000	686.227796793	151.944	0.002	-49.2362	12824	13100	-339.2392
Chain-10	0	1000	81.7439548969	241.246	0.0	-207.9805	12824	12930	-339.2392
Chain-10	0	1000	86.3198649883	209.719	0.001	-50.2226	12824	12909	-339.2392
Chain-5	0	10000	726.064431906	141.899	0.003	-88.7961	12824	12987	-339.2392
Chain-5	0	10000	737.33102107	134.999	0.003	-48.4634	12824	12930	-339.2392
Chain-10	0	3000	232.103914022	209.271	0.001	-89.1554	12824	12937	-339.2392
Chain-10	0	1000	88.6401920319	255.399	0.0	-208.1144	12824	12914	-339.2392
Chain-5	0	7000	656.407510996	174.774	0.001	-88.8644	12824	13108	-339.2392
Chain-10	0	1000	95.4225869179	258.877	0.0	-207.9477	12824	12925	-339.2392
Chain-10	0	2000	157.289759159	220.001	0.001	-92.1616	12824	12950	-339.2392
Chain-10	0	2000	172.830420017	220.183	0.001	-90.6934	12824	12962	-339.2392
Chain-10	0	2000	164.229387999	218.328	0.001	-92.0472	12824	12978	-339.2392
Chain-10	0	2000	160.424860001	208.757	0.001	-90.7212	12824	12933	-339.2392
Chain-10	0	2000	156.011804819	173.697	0.001	-50.1833	12824	12917	-339.2392
Chain-10	0	2000	162.737241983	221.435	0.0	-207.9413	12824	12945	-339.2392
Chain-10	0	1000	92.6657750607	242.306	0.0	-207.9159	12824	12950	-339.2392
Chain-10	0	2000	159.489818096	227.569	0.0	-208.1144	12824	12949	-339.2392
Chain-10	0	1000	140.491845131	272.003	0.0	-207.9477	12824	13009	-339.2392
Chain-10	0	1000	81.6797730923	233.822	0.0	-207.9738	12824	12935	-339.2392
Chain-10	0	1000	137.826243877	270.657	0.001	-92.192	12824	13011	-339.2392
Chain-10	0	4000	318.625551939	208.438	0.001	-89.1554	12824	12948	-339.2392
Chain-10	0	1000	97.3296790123	230.287	0.001	-88.9109	12824	12933	-339.2392
Chain-5	0	8000	736.658814907	164.244	0.002	-88.858	12824	13129	-339.2392
Chain-10	0	3000	230.489397049	206.88	0.001	-92.1224	12824	12966	-339.2392
Chain-10	0	3000	249.165161133	212.565	0.001	-90.6934	12824	12972	-339.2392
Chain-10	0	2000	175.121280909	227.137	0.001	-92.3743	12824	12947	-339.2392
Chain-10	0	3000	223.062060118	196.163	0.002	-90.6864	12824	12947	-339.2392
Chain-10	0	3000	249.584859848	208.002	0.001	-89.0669	12824	13001	-339.2392
Chain-10	0	3000	236.233261824	166.901	0.002	-50.1833	12824	12919	-339.2392
Chain-10	0	3000	243.651382923	216.433	0.001	-207.9097	12824	12963	-339.2392
Chain-10	0	2000	151.164113045	210.249	0.001	-89.1191	12824	12972	-339.2392
Chain-10	0	3000	236.709253073	220.551	0.0	-208.1144	12824	12972	-339.2392
Chain-10	0	2000	179.589062929	219.193	0.001	-93.6552	12824	12974	-339.2392
Chain-10	0	2000	220.246216059	231.311	0.0	-207.9159	12824	13051	-339.2392
Chain-10	0	4000	301.364109993	207.053	0.001	-92.1224	12824	12977	-339.2392
Chain-10	0	2000	224.475709915	230.79	0.001	-90.5497	12824	13033	-339.2392
Chain-10	0	5000	403.599304914	208.3	0.001	-89.1554	12824	12959	-339.2392
Chain-10	0	4000	326.568335056	208.048	0.001	-90.6934	12824	12981	-339.2392
Chain-10	0	2000	183.19688201	189.77	0.001	-88.8766	12824	12951	-339.2392
Chain-10	0	3000	251.695807934	204.815	0.001	-90.3941	12824	12958	-339.2392
Chain-10	0	4000	307.429533958	189.803	0.002	-89.9967	12824	12963	-339.2392
