"concept"	"list"	"set.number"	"response.number"	"right.answer"	"x"	"n"	"p"	"lower"	"upper"	"p.value"
"hg112"	"L2"	5	4	TRUE	15	25	0.6	NA	NA	NA
"hg112"	"L2"	6	1	FALSE	8	25	0.32	NA	NA	NA
"hg112"	"L2"	6	2	TRUE	19	25	0.76	NA	NA	NA
"hg112"	"L2"	6	3	TRUE	22	25	0.88	NA	NA	NA
"hg112"	"L2"	6	4	TRUE	23	25	0.92	NA	NA	NA
"hg112"	"L2"	6	5	TRUE	14	25	0.56	NA	NA	NA
"hg112"	"L2"	7	1	FALSE	5	25	0.2	NA	NA	NA
"hg112"	"L2"	8	1	FALSE	0	25	0	NA	NA	NA
"hg112"	"L2"	9	1	FALSE	1	25	0.04	NA	NA	NA
"hg112"	"L2"	10	1	FALSE	1	25	0.04	NA	NA	NA
"hg112"	"L2"	11	1	FALSE	0	25	0	NA	NA	NA
"hg112"	"L2"	12	1	FALSE	12	25	0.48	NA	NA	NA
"hg112"	"L2"	12	2	TRUE	16	25	0.64	NA	NA	NA
"hg112"	"L2"	12	3	FALSE	11	25	0.44	NA	NA	NA
"hg112"	"L2"	12	4	TRUE	20	25	0.8	NA	NA	NA
"hg112"	"L2"	12	5	FALSE	7	25	0.28	NA	NA	NA
"hg112"	"L2"	13	1	TRUE	21	25	0.84	NA	NA	NA
"hg112"	"L2"	13	2	FALSE	3	25	0.12	NA	NA	NA
"hg112"	"L2"	13	3	TRUE	23	25	0.92	NA	NA	NA
"hg112"	"L2"	14	1	FALSE	1	25	0.04	NA	NA	NA
"hg112"	"L2"	14	2	FALSE	5	25	0.2	NA	NA	NA
"hg112"	"L2"	15	1	FALSE	0	25	0	NA	NA	NA
"hg112"	"L2"	15	2	FALSE	2	25	0.08	NA	NA	NA
"hg112"	"L2"	15	3	FALSE	2	25	0.08	NA	NA	NA
"hg112"	"L2"	16	1	TRUE	16	25	0.64	NA	NA	NA
"hg112"	"L2"	16	2	TRUE	19	25	0.76	NA	NA	NA
"hg112"	"L2"	16	3	TRUE	19	25	0.76	NA	NA	NA
"hg112"	"L2"	16	4	TRUE	18	25	0.72	NA	NA	NA
"hg112"	"L2"	17	1	TRUE	22	25	0.88	NA	NA	NA
"hg112"	"L2"	17	2	TRUE	23	25	0.92	NA	NA	NA
"hg112"	"L2"	17	3	FALSE	2	25	0.08	NA	NA	NA
"hg112"	"L2"	18	1	FALSE	0	25	0	NA	NA	NA
"hg112"	"L2"	19	1	TRUE	22	25	0.88	NA	NA	NA
"hg112"	"L2"	19	2	FALSE	7	25	0.28	NA	NA	NA
"hg112"	"L2"	19	3	FALSE	2	25	0.08	NA	NA	NA
"hg112"	"L2"	19	4	TRUE	22	25	0.88	NA	NA	NA
"hg112"	"L2"	19	5	FALSE	7	25	0.28	NA	NA	NA
"hg112"	"L2"	20	1	FALSE	20	25	0.8	NA	NA	NA
"hg112"	"L2"	20	2	FALSE	17	25	0.68	NA	NA	NA
"hg112"	"L2"	20	3	TRUE	19	25	0.76	NA	NA	NA
"hg112"	"L2"	21	1	TRUE	22	25	0.88	NA	NA	NA
"hg112"	"L2"	21	2	TRUE	24	25	0.96	NA	NA	NA
"hg112"	"L2"	21	3	FALSE	2	25	0.08	NA	NA	NA
"hg112"	"L2"	21	4	TRUE	20	25	0.8	NA	NA	NA
"hg112"	"L2"	21	5	FALSE	2	25	0.08	NA	NA	NA
"hg112"	"L2"	22	1	FALSE	0	25	0	NA	NA	NA
"hg112"	"L2"	22	2	FALSE	3	25	0.12	NA	NA	NA
"hg112"	"L2"	23	1	FALSE	2	25	0.08	NA	NA	NA
"hg112"	"L2"	23	2	FALSE	7	25	0.28	NA	NA	NA
"hg112"	"L2"	23	3	FALSE	8	25	0.32	NA	NA	NA
"hg112"	"L2"	24	1	TRUE	19	25	0.76	NA	NA	NA
"hg112"	"L2"	24	2	TRUE	19	25	0.76	NA	NA	NA
"hg112"	"L2"	24	3	FALSE	3	25	0.12	NA	NA	NA
"hg112"	"L2"	25	1	TRUE	24	25	0.96	NA	NA	NA
"hg112"	"L2"	25	2	TRUE	24	25	0.96	NA	NA	NA
"hg112"	"L2"	25	3	FALSE	0	25	0	NA	NA	NA
"hg12"	"L2"	1	1	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg12"	"L2"	1	2	FALSE	8	22	0.363636363636364	NA	NA	NA
"hg12"	"L2"	2	1	TRUE	12	22	0.545454545454545	NA	NA	NA
"hg12"	"L2"	2	2	FALSE	11	22	0.5	NA	NA	NA
"hg12"	"L2"	2	3	TRUE	10	22	0.454545454545455	NA	NA	NA
"hg12"	"L2"	2	4	FALSE	9	22	0.409090909090909	NA	NA	NA
"hg12"	"L2"	3	1	TRUE	4	22	0.181818181818182	NA	NA	NA
"hg12"	"L2"	3	2	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg12"	"L2"	3	3	TRUE	14	22	0.636363636363636	NA	NA	NA
"hg12"	"L2"	4	1	FALSE	16	22	0.727272727272727	NA	NA	NA
"hg12"	"L2"	4	2	FALSE	9	22	0.409090909090909	NA	NA	NA
"hg12"	"L2"	4	3	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg12"	"L2"	5	1	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg12"	"L2"	5	2	TRUE	21	22	0.954545454545455	NA	NA	NA
"hg12"	"L2"	6	1	TRUE	17	21	0.80952380952381	NA	NA	NA
"hg12"	"L2"	6	2	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg12"	"L2"	6	3	TRUE	17	22	0.772727272727273	NA	NA	NA
"hg12"	"L2"	7	1	TRUE	12	22	0.545454545454545	NA	NA	NA
"hg12"	"L2"	7	2	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	7	3	TRUE	15	22	0.681818181818182	NA	NA	NA
"hg12"	"L2"	7	4	FALSE	6	22	0.272727272727273	NA	NA	NA
"hg12"	"L2"	8	1	TRUE	16	22	0.727272727272727	NA	NA	NA
"hg12"	"L2"	8	2	TRUE	18	22	0.818181818181818	NA	NA	NA
"hg12"	"L2"	8	3	TRUE	17	22	0.772727272727273	NA	NA	NA
"hg12"	"L2"	8	4	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg12"	"L2"	9	1	TRUE	21	22	0.954545454545455	NA	NA	NA
"hg12"	"L2"	9	2	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg12"	"L2"	9	3	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	9	4	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg12"	"L2"	9	5	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	10	1	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg12"	"L2"	10	2	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg12"	"L2"	10	3	FALSE	6	22	0.272727272727273	NA	NA	NA
"hg12"	"L2"	10	4	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	11	1	FALSE	6	22	0.272727272727273	NA	NA	NA
"hg12"	"L2"	11	2	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg12"	"L2"	11	3	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg12"	"L2"	11	4	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg12"	"L2"	12	1	TRUE	21	22	0.954545454545455	NA	NA	NA
"hg12"	"L2"	13	1	TRUE	19	21	0.904761904761905	NA	NA	NA
"hg12"	"L2"	13	2	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg12"	"L2"	13	3	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg12"	"L2"	13	4	FALSE	4	21	0.190476190476190	NA	NA	NA
"hg12"	"L2"	14	1	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg12"	"L2"	14	2	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg12"	"L2"	14	3	TRUE	22	22	1	NA	NA	NA
"hg12"	"L2"	14	4	TRUE	22	22	1	NA	NA	NA
"hg12"	"L2"	15	1	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg12"	"L2"	15	2	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg12"	"L2"	15	3	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	15	4	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg12"	"L2"	16	1	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg12"	"L2"	16	2	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg12"	"L2"	16	3	TRUE	22	22	1	NA	NA	NA
"hg12"	"L2"	17	1	TRUE	21	22	0.954545454545455	NA	NA	NA
"hg12"	"L2"	17	2	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg12"	"L2"	17	3	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg12"	"L2"	17	4	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg12"	"L2"	17	5	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	18	1	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg12"	"L2"	18	2	TRUE	21	22	0.954545454545455	NA	NA	NA
"hg12"	"L2"	18	3	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg12"	"L2"	18	4	TRUE	18	22	0.818181818181818	NA	NA	NA
"hg12"	"L2"	19	1	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg12"	"L2"	20	1	TRUE	22	22	1	NA	NA	NA
"hg12"	"L2"	20	2	TRUE	22	22	1	NA	NA	NA
"hg12"	"L2"	20	3	TRUE	22	22	1	NA	NA	NA
"hg12"	"L2"	20	4	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg12"	"L2"	20	5	TRUE	22	22	1	NA	NA	NA
"hg12"	"L2"	21	1	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg12"	"L2"	22	1	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg12"	"L2"	22	2	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg12"	"L2"	22	3	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg12"	"L2"	22	4	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg12"	"L2"	23	1	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg12"	"L2"	23	2	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg12"	"L2"	23	3	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg12"	"L2"	23	4	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg12"	"L2"	23	5	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	24	1	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	24	2	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg12"	"L2"	24	3	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	25	1	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg12"	"L2"	25	2	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg12"	"L2"	25	3	TRUE	21	22	0.954545454545455	NA	NA	NA
"hg13"	"L2"	1	1	FALSE	6	21	0.285714285714286	NA	NA	NA
"hg13"	"L2"	1	2	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg13"	"L2"	2	1	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg13"	"L2"	2	2	FALSE	12	21	0.571428571428571	NA	NA	NA
"hg13"	"L2"	2	3	FALSE	11	21	0.523809523809524	NA	NA	NA
"hg13"	"L2"	3	1	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg13"	"L2"	3	2	TRUE	12	21	0.571428571428571	NA	NA	NA
"hg13"	"L2"	3	3	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg13"	"L2"	4	1	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	4	2	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	5	1	FALSE	4	21	0.190476190476190	NA	NA	NA
"hg13"	"L2"	5	2	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	5	3	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	5	4	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	5	5	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg13"	"L2"	6	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	6	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	7	1	FALSE	2	21	0.0952380952380952	NA	NA	NA
"hg13"	"L2"	7	2	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	7	3	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	7	4	TRUE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	7	5	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	8	1	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	8	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	9	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	9	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	9	3	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	9	4	TRUE	13	21	0.619047619047619	NA	NA	NA
"hg13"	"L2"	10	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	10	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	11	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	11	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	12	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	12	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	12	3	TRUE	17	21	0.80952380952381	NA	NA	NA
"hg13"	"L2"	13	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	14	1	TRUE	19	21	0.904761904761905	NA	NA	NA
"hg13"	"L2"	15	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	15	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	16	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	16	2	TRUE	19	21	0.904761904761905	NA	NA	NA
"hg13"	"L2"	16	3	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	16	4	TRUE	21	21	1	NA	NA	NA
"hg13"	"L2"	16	5	TRUE	19	21	0.904761904761905	NA	NA	NA
"hg13"	"L2"	17	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	17	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	17	3	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	18	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	18	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	18	3	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg13"	"L2"	19	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	19	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	20	1	TRUE	20	21	0.952380952380952	NA	NA	NA
"hg13"	"L2"	20	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	20	3	FALSE	2	21	0.0952380952380952	NA	NA	NA
"hg13"	"L2"	21	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	21	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	21	3	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	21	4	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg13"	"L2"	21	5	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	22	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	22	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	22	3	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	22	4	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg13"	"L2"	23	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	24	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	24	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	24	3	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	25	1	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	25	2	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	25	3	FALSE	0	21	0	NA	NA	NA
"hg13"	"L2"	25	4	TRUE	21	21	1	NA	NA	NA
"hg13"	"L2"	25	5	FALSE	0	21	0	NA	NA	NA
"hg14"	"L2"	1	1	TRUE	10	24	0.416666666666667	NA	NA	NA
"hg14"	"L2"	1	2	FALSE	9	24	0.375	NA	NA	NA
"hg14"	"L2"	1	3	FALSE	9	24	0.375	NA	NA	NA
"hg14"	"L2"	1	4	FALSE	12	24	0.5	NA	NA	NA
"hg14"	"L2"	1	5	TRUE	8	24	0.333333333333333	NA	NA	NA
"hg14"	"L2"	2	1	FALSE	11	24	0.458333333333333	NA	NA	NA
"hg14"	"L2"	2	2	FALSE	1	24	0.0416666666666667	NA	NA	NA
"hg14"	"L2"	2	3	TRUE	17	24	0.708333333333333	NA	NA	NA
"hg14"	"L2"	3	1	TRUE	23	24	0.958333333333333	NA	NA	NA
"hg14"	"L2"	4	1	FALSE	3	24	0.125	NA	NA	NA
"hg14"	"L2"	5	1	FALSE	6	24	0.25	NA	NA	NA
"hg14"	"L2"	5	2	TRUE	7	24	0.291666666666667	NA	NA	NA
"hg14"	"L2"	5	3	TRUE	23	24	0.958333333333333	NA	NA	NA
"hg14"	"L2"	5	4	TRUE	22	24	0.916666666666667	NA	NA	NA
"hg14"	"L2"	6	1	TRUE	24	24	1	NA	NA	NA
"hg14"	"L2"	6	2	FALSE	3	24	0.125	NA	NA	NA
"hg14"	"L2"	6	3	TRUE	17	24	0.708333333333333	NA	NA	NA
"hg14"	"L2"	6	4	TRUE	22	24	0.916666666666667	NA	NA	NA
"hg14"	"L2"	7	1	FALSE	2	24	0.0833333333333333	NA	NA	NA
"hg14"	"L2"	7	2	TRUE	24	24	1	NA	NA	NA
"hg14"	"L2"	7	3	FALSE	5	24	0.208333333333333	NA	NA	NA
"hg14"	"L2"	8	1	FALSE	5	23	0.217391304347826	NA	NA	NA
"hg14"	"L2"	8	2	TRUE	4	24	0.166666666666667	NA	NA	NA
"hg14"	"L2"	8	3	TRUE	21	23	0.91304347826087	NA	NA	NA
"hg14"	"L2"	8	4	TRUE	22	24	0.916666666666667	NA	NA	NA
"hg14"	"L2"	8	5	FALSE	7	24	0.291666666666667	NA	NA	NA
"hg14"	"L2"	9	1	FALSE	5	23	0.217391304347826	NA	NA	NA
"hg14"	"L2"	9	2	TRUE	12	23	0.521739130434783	NA	NA	NA
"hg14"	"L2"	9	3	FALSE	6	23	0.260869565217391	NA	NA	NA
"hg14"	"L2"	10	1	TRUE	22	23	0.956521739130435	NA	NA	NA
"hg14"	"L2"	10	2	FALSE	2	23	0.0869565217391304	NA	NA	NA
"hg14"	"L2"	10	3	FALSE	3	23	0.130434782608696	NA	NA	NA
"hg14"	"L2"	10	4	TRUE	17	22	0.772727272727273	NA	NA	NA
"hg14"	"L2"	11	1	FALSE	2	23	0.0869565217391304	NA	NA	NA
"hg14"	"L2"	11	2	FALSE	3	23	0.130434782608696	NA	NA	NA
"hg14"	"L2"	12	1	FALSE	3	23	0.130434782608696	NA	NA	NA
"hg14"	"L2"	12	2	FALSE	3	23	0.130434782608696	NA	NA	NA
"hg14"	"L2"	12	3	TRUE	16	23	0.695652173913043	NA	NA	NA
"hg14"	"L2"	12	4	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg14"	"L2"	13	1	TRUE	18	23	0.782608695652174	NA	NA	NA
"hg14"	"L2"	13	2	TRUE	21	23	0.91304347826087	NA	NA	NA
"hg14"	"L2"	13	3	FALSE	3	23	0.130434782608696	NA	NA	NA
"hg14"	"L2"	14	1	TRUE	15	22	0.681818181818182	NA	NA	NA
"hg14"	"L2"	14	2	TRUE	16	23	0.695652173913043	NA	NA	NA
"hg14"	"L2"	14	3	TRUE	20	23	0.869565217391304	NA	NA	NA
"hg14"	"L2"	14	4	TRUE	13	22	0.590909090909091	NA	NA	NA
"hg14"	"L2"	14	5	TRUE	21	23	0.91304347826087	NA	NA	NA
"hg14"	"L2"	15	1	TRUE	20	23	0.869565217391304	NA	NA	NA
"hg14"	"L2"	15	2	FALSE	6	23	0.260869565217391	NA	NA	NA
"hg14"	"L2"	16	1	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg14"	"L2"	16	2	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg14"	"L2"	17	1	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg14"	"L2"	18	1	FALSE	5	21	0.238095238095238	NA	NA	NA
"hg14"	"L2"	18	2	TRUE	16	21	0.761904761904762	NA	NA	NA
"hg14"	"L2"	18	3	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg14"	"L2"	19	1	FALSE	2	21	0.0952380952380952	NA	NA	NA
"hg14"	"L2"	20	1	FALSE	0	20	0	NA	NA	NA
"hg14"	"L2"	20	2	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg14"	"L2"	20	3	FALSE	1	20	0.05	NA	NA	NA
"hg14"	"L2"	20	4	TRUE	17	20	0.85	NA	NA	NA
"hg14"	"L2"	21	1	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg14"	"L2"	21	2	TRUE	18	21	0.857142857142857	NA	NA	NA
"hg14"	"L2"	22	1	FALSE	2	21	0.0952380952380952	NA	NA	NA
"hg14"	"L2"	23	1	FALSE	0	21	0	NA	NA	NA
"hg14"	"L2"	24	1	FALSE	0	20	0	NA	NA	NA
"hg14"	"L2"	24	2	TRUE	17	20	0.85	NA	NA	NA
"hg14"	"L2"	24	3	FALSE	3	20	0.15	NA	NA	NA
"hg14"	"L2"	24	4	FALSE	0	20	0	NA	NA	NA
"hg14"	"L2"	24	5	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg14"	"L2"	25	1	TRUE	18	21	0.857142857142857	NA	NA	NA
"hg15"	"L2"	1	1	FALSE	5	22	0.227272727272727	NA	NA	NA
"hg15"	"L2"	1	2	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg15"	"L2"	2	1	TRUE	6	22	0.272727272727273	NA	NA	NA
"hg15"	"L2"	2	2	FALSE	9	22	0.409090909090909	NA	NA	NA
"hg15"	"L2"	2	3	TRUE	6	22	0.272727272727273	NA	NA	NA
"hg15"	"L2"	2	4	FALSE	10	22	0.454545454545455	NA	NA	NA
"hg15"	"L2"	2	5	TRUE	8	22	0.363636363636364	NA	NA	NA
"hg15"	"L2"	3	1	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg15"	"L2"	4	1	TRUE	4	22	0.181818181818182	NA	NA	NA
"hg15"	"L2"	5	1	FALSE	2	21	0.0952380952380952	NA	NA	NA
"hg15"	"L2"	5	2	FALSE	12	21	0.571428571428571	NA	NA	NA
"hg15"	"L2"	5	3	FALSE	11	21	0.523809523809524	NA	NA	NA
"hg15"	"L2"	5	4	TRUE	9	22	0.409090909090909	NA	NA	NA
"hg15"	"L2"	5	5	TRUE	12	21	0.571428571428571	NA	NA	NA
"hg15"	"L2"	6	1	FALSE	9	21	0.428571428571429	NA	NA	NA
"hg15"	"L2"	7	1	FALSE	3	21	0.142857142857143	NA	NA	NA
"hg15"	"L2"	8	1	TRUE	3	21	0.142857142857143	NA	NA	NA
"hg15"	"L2"	8	2	TRUE	13	21	0.619047619047619	NA	NA	NA
"hg15"	"L2"	9	1	FALSE	5	21	0.238095238095238	NA	NA	NA
"hg15"	"L2"	9	2	FALSE	7	21	0.333333333333333	NA	NA	NA
"hg15"	"L2"	9	3	TRUE	12	21	0.571428571428571	NA	NA	NA
"hg15"	"L2"	10	1	TRUE	11	21	0.523809523809524	NA	NA	NA
"hg15"	"L2"	10	2	TRUE	14	21	0.666666666666667	NA	NA	NA
"hg15"	"L2"	10	3	FALSE	5	21	0.238095238095238	NA	NA	NA
"hg15"	"L2"	10	4	FALSE	14	21	0.666666666666667	NA	NA	NA
"hg15"	"L2"	10	5	FALSE	6	21	0.285714285714286	NA	NA	NA
"hg15"	"L2"	11	1	FALSE	4	20	0.2	NA	NA	NA
"hg15"	"L2"	11	2	FALSE	7	20	0.35	NA	NA	NA
"hg15"	"L2"	11	3	TRUE	18	20	0.9	NA	NA	NA
"hg15"	"L2"	11	4	TRUE	14	20	0.7	NA	NA	NA
"hg15"	"L2"	12	1	TRUE	16	19	0.842105263157895	NA	NA	NA
"hg15"	"L2"	12	2	TRUE	9	19	0.473684210526316	NA	NA	NA
"hg15"	"L2"	13	1	FALSE	2	18	0.111111111111111	NA	NA	NA
"hg15"	"L2"	13	2	FALSE	1	18	0.0555555555555556	NA	NA	NA
"hg15"	"L2"	13	3	TRUE	15	18	0.833333333333333	NA	NA	NA
"hg15"	"L2"	13	4	TRUE	17	18	0.944444444444444	NA	NA	NA
"hg15"	"L2"	13	5	FALSE	6	18	0.333333333333333	NA	NA	NA
"hg15"	"L2"	14	1	TRUE	12	18	0.666666666666667	NA	NA	NA
"hg15"	"L2"	14	2	TRUE	17	18	0.944444444444444	NA	NA	NA
"hg15"	"L2"	14	3	FALSE	3	18	0.166666666666667	NA	NA	NA
"hg15"	"L2"	15	1	TRUE	17	18	0.944444444444444	NA	NA	NA
"hg15"	"L2"	15	2	FALSE	4	18	0.222222222222222	NA	NA	NA
"hg15"	"L2"	15	3	TRUE	15	18	0.833333333333333	NA	NA	NA
"hg15"	"L2"	15	4	TRUE	16	18	0.888888888888889	NA	NA	NA
"hg15"	"L2"	16	1	FALSE	4	18	0.222222222222222	NA	NA	NA
"hg15"	"L2"	16	2	TRUE	18	18	1	NA	NA	NA
"hg15"	"L2"	17	1	TRUE	18	18	1	NA	NA	NA
"hg15"	"L2"	18	1	TRUE	16	18	0.888888888888889	NA	NA	NA
"hg15"	"L2"	18	2	TRUE	17	18	0.944444444444444	NA	NA	NA
"hg15"	"L2"	18	3	TRUE	17	18	0.944444444444444	NA	NA	NA
"hg15"	"L2"	18	4	FALSE	3	18	0.166666666666667	NA	NA	NA
"hg15"	"L2"	18	5	FALSE	3	18	0.166666666666667	NA	NA	NA
"hg15"	"L2"	19	1	TRUE	13	18	0.722222222222222	NA	NA	NA
"hg15"	"L2"	19	2	TRUE	14	18	0.777777777777778	NA	NA	NA
"hg15"	"L2"	19	3	FALSE	5	18	0.277777777777778	NA	NA	NA
"hg15"	"L2"	19	4	TRUE	15	18	0.833333333333333	NA	NA	NA
"hg15"	"L2"	19	5	TRUE	15	18	0.833333333333333	NA	NA	NA
"hg15"	"L2"	20	1	TRUE	16	18	0.888888888888889	NA	NA	NA
"hg15"	"L2"	20	2	FALSE	5	18	0.277777777777778	NA	NA	NA
"hg15"	"L2"	20	3	FALSE	4	18	0.222222222222222	NA	NA	NA
"hg15"	"L2"	20	4	TRUE	18	18	1	NA	NA	NA
"hg15"	"L2"	20	5	FALSE	5	18	0.277777777777778	NA	NA	NA
"hg15"	"L2"	21	1	FALSE	3	18	0.166666666666667	NA	NA	NA
"hg15"	"L2"	21	2	FALSE	3	18	0.166666666666667	NA	NA	NA
"hg15"	"L2"	22	1	FALSE	7	18	0.388888888888889	NA	NA	NA
"hg15"	"L2"	22	2	FALSE	2	18	0.111111111111111	NA	NA	NA
"hg15"	"L2"	22	3	TRUE	18	18	1	NA	NA	NA
"hg15"	"L2"	23	1	TRUE	15	18	0.833333333333333	NA	NA	NA
"hg15"	"L2"	23	2	FALSE	3	18	0.166666666666667	NA	NA	NA
"hg15"	"L2"	23	3	TRUE	15	18	0.833333333333333	NA	NA	NA
"hg15"	"L2"	24	1	FALSE	2	18	0.111111111111111	NA	NA	NA
