"concept"	"list"	"set.number"	"response.number"	"right.answer"	"x"	"n"	"p"	"lower"	"upper"	"p.value"
"hg42"	"L2"	7	4	FALSE	15	22	0.681818181818182	NA	NA	NA
"hg42"	"L2"	8	1	FALSE	2	23	0.0869565217391304	NA	NA	NA
"hg42"	"L2"	8	2	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg42"	"L2"	8	3	FALSE	3	23	0.130434782608696	NA	NA	NA
"hg42"	"L2"	8	4	TRUE	6	23	0.260869565217391	NA	NA	NA
"hg42"	"L2"	8	5	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg42"	"L2"	9	1	TRUE	13	23	0.565217391304348	NA	NA	NA
"hg42"	"L2"	9	2	FALSE	0	23	0	NA	NA	NA
"hg42"	"L2"	9	3	TRUE	14	23	0.608695652173913	NA	NA	NA
"hg42"	"L2"	9	4	FALSE	0	23	0	NA	NA	NA
"hg42"	"L2"	9	5	FALSE	0	23	0	NA	NA	NA
"hg42"	"L2"	10	1	FALSE	2	23	0.0869565217391304	NA	NA	NA
"hg42"	"L2"	10	2	FALSE	0	23	0	NA	NA	NA
"hg42"	"L2"	10	3	FALSE	2	23	0.0869565217391304	NA	NA	NA
"hg42"	"L2"	11	1	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg42"	"L2"	11	2	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg42"	"L2"	11	3	TRUE	15	23	0.652173913043478	NA	NA	NA
"hg42"	"L2"	12	1	FALSE	0	23	0	NA	NA	NA
"hg42"	"L2"	13	1	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg42"	"L2"	14	1	FALSE	14	22	0.636363636363636	NA	NA	NA
"hg42"	"L2"	14	2	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg42"	"L2"	14	3	FALSE	0	23	0	NA	NA	NA
"hg42"	"L2"	15	1	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg42"	"L2"	15	2	FALSE	11	22	0.5	NA	NA	NA
"hg42"	"L2"	16	1	FALSE	14	22	0.636363636363636	NA	NA	NA
"hg42"	"L2"	16	2	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	16	3	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	16	4	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg42"	"L2"	16	5	TRUE	15	21	0.714285714285714	NA	NA	NA
"hg42"	"L2"	17	1	FALSE	0	22	0	NA	NA	NA
"hg42"	"L2"	18	1	FALSE	0	22	0	NA	NA	NA
"hg42"	"L2"	19	1	TRUE	16	20	0.8	NA	NA	NA
"hg42"	"L2"	19	2	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	19	3	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg42"	"L2"	20	1	FALSE	0	20	0	NA	NA	NA
"hg42"	"L2"	20	2	FALSE	1	20	0.05	NA	NA	NA
"hg42"	"L2"	20	3	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	21	1	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	21	2	FALSE	0	20	0	NA	NA	NA
"hg42"	"L2"	21	3	FALSE	1	20	0.05	NA	NA	NA
"hg42"	"L2"	21	4	FALSE	1	20	0.05	NA	NA	NA
"hg42"	"L2"	22	1	FALSE	12	21	0.571428571428571	NA	NA	NA
"hg42"	"L2"	23	1	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	23	2	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	23	3	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg42"	"L2"	23	4	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	23	5	TRUE	13	21	0.619047619047619	NA	NA	NA
"hg42"	"L2"	24	1	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg42"	"L2"	24	2	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	24	3	FALSE	0	21	0	NA	NA	NA
"hg42"	"L2"	25	1	TRUE	14	21	0.666666666666667	NA	NA	NA
"hg42"	"L2"	25	2	FALSE	14	21	0.666666666666667	NA	NA	NA
"hg42"	"L2"	25	3	FALSE	1	21	0.0476190476190476	NA	NA	NA
"hg42"	"L2"	25	4	FALSE	11	21	0.523809523809524	NA	NA	NA
"hg42"	"L2"	25	5	FALSE	0	21	0	NA	NA	NA
"hg43"	"L2"	1	1	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg43"	"L2"	1	2	FALSE	9	22	0.409090909090909	NA	NA	NA
"hg43"	"L2"	1	3	FALSE	6	22	0.272727272727273	NA	NA	NA
"hg43"	"L2"	1	4	FALSE	16	22	0.727272727272727	NA	NA	NA
"hg43"	"L2"	1	5	FALSE	13	22	0.590909090909091	NA	NA	NA
"hg43"	"L2"	2	1	FALSE	3	22	0.136363636363636	NA	NA	NA
"hg43"	"L2"	2	2	FALSE	8	22	0.363636363636364	NA	NA	NA
"hg43"	"L2"	3	1	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg43"	"L2"	3	2	TRUE	11	22	0.5	NA	NA	NA
"hg43"	"L2"	3	3	TRUE	12	22	0.545454545454545	NA	NA	NA
"hg43"	"L2"	3	4	TRUE	11	22	0.5	NA	NA	NA
"hg43"	"L2"	3	5	FALSE	4	22	0.181818181818182	NA	NA	NA
"hg43"	"L2"	4	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	4	2	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg43"	"L2"	4	3	FALSE	2	22	0.090909090909091	NA	NA	NA
"hg43"	"L2"	5	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	5	2	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	6	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	6	2	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	6	3	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	7	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	8	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	8	2	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	8	3	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	9	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	9	2	TRUE	22	22	1	NA	NA	NA
"hg43"	"L2"	9	3	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	10	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	10	2	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg43"	"L2"	11	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	11	2	TRUE	22	22	1	NA	NA	NA
"hg43"	"L2"	11	3	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	11	4	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	12	1	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg43"	"L2"	12	2	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	12	3	TRUE	20	22	0.909090909090909	NA	NA	NA
"hg43"	"L2"	13	1	TRUE	21	22	0.954545454545455	NA	NA	NA
"hg43"	"L2"	13	2	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	14	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	14	2	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	14	3	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	15	1	TRUE	22	22	1	NA	NA	NA
"hg43"	"L2"	15	2	TRUE	21	22	0.954545454545455	NA	NA	NA
"hg43"	"L2"	15	3	TRUE	22	22	1	NA	NA	NA
"hg43"	"L2"	15	4	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	16	1	FALSE	22	22	1	NA	NA	NA
"hg43"	"L2"	16	2	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	16	3	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	17	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	18	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	18	2	FALSE	18	22	0.818181818181818	NA	NA	NA
"hg43"	"L2"	19	1	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg43"	"L2"	19	2	TRUE	21	22	0.954545454545455	NA	NA	NA
"hg43"	"L2"	19	3	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg43"	"L2"	19	4	TRUE	18	22	0.818181818181818	NA	NA	NA
"hg43"	"L2"	20	1	FALSE	21	22	0.954545454545455	NA	NA	NA
"hg43"	"L2"	20	2	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg43"	"L2"	20	3	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg43"	"L2"	21	1	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg43"	"L2"	21	2	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	21	3	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	21	4	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg43"	"L2"	22	1	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg43"	"L2"	23	1	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg43"	"L2"	23	2	TRUE	15	21	0.714285714285714	NA	NA	NA
"hg43"	"L2"	24	1	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	24	2	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	24	3	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	24	4	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg43"	"L2"	24	5	FALSE	0	22	0	NA	NA	NA
"hg43"	"L2"	25	1	FALSE	12	22	0.545454545454545	NA	NA	NA
"hg44"	"L2"	1	1	TRUE	14	25	0.56	NA	NA	NA
"hg44"	"L2"	1	2	FALSE	5	25	0.2	NA	NA	NA
"hg44"	"L2"	1	3	TRUE	19	25	0.76	NA	NA	NA
"hg44"	"L2"	1	4	FALSE	11	25	0.44	NA	NA	NA
"hg44"	"L2"	1	5	TRUE	6	25	0.24	NA	NA	NA
"hg44"	"L2"	2	1	FALSE	2	25	0.08	NA	NA	NA
"hg44"	"L2"	2	2	FALSE	1	25	0.04	NA	NA	NA
"hg44"	"L2"	2	3	FALSE	3	25	0.12	NA	NA	NA
"hg44"	"L2"	2	4	TRUE	22	25	0.88	NA	NA	NA
"hg44"	"L2"	3	1	FALSE	4	25	0.16	NA	NA	NA
"hg44"	"L2"	3	2	FALSE	22	25	0.88	NA	NA	NA
"hg44"	"L2"	4	1	TRUE	23	25	0.92	NA	NA	NA
"hg44"	"L2"	5	1	FALSE	24	25	0.96	NA	NA	NA
"hg44"	"L2"	5	2	TRUE	0	24	0	NA	NA	NA
"hg44"	"L2"	5	3	FALSE	0	24	0	NA	NA	NA
"hg44"	"L2"	6	1	TRUE	7	25	0.28	NA	NA	NA
"hg44"	"L2"	7	1	FALSE	7	25	0.28	NA	NA	NA
"hg44"	"L2"	7	2	FALSE	9	24	0.375	NA	NA	NA
"hg44"	"L2"	8	1	FALSE	24	25	0.96	NA	NA	NA
"hg44"	"L2"	8	2	FALSE	14	24	0.583333333333333	NA	NA	NA
"hg44"	"L2"	8	3	FALSE	4	25	0.16	NA	NA	NA
"hg44"	"L2"	8	4	FALSE	4	25	0.16	NA	NA	NA
"hg44"	"L2"	9	1	TRUE	13	24	0.541666666666667	NA	NA	NA
"hg44"	"L2"	9	2	TRUE	19	25	0.76	NA	NA	NA
"hg44"	"L2"	9	3	TRUE	18	25	0.72	NA	NA	NA
"hg44"	"L2"	9	4	FALSE	3	25	0.12	NA	NA	NA
"hg44"	"L2"	10	1	FALSE	10	25	0.4	NA	NA	NA
"hg44"	"L2"	10	2	FALSE	3	25	0.12	NA	NA	NA
"hg44"	"L2"	10	3	FALSE	7	25	0.28	NA	NA	NA
"hg44"	"L2"	10	4	FALSE	7	24	0.291666666666667	NA	NA	NA
"hg44"	"L2"	11	1	FALSE	3	24	0.125	NA	NA	NA
"hg44"	"L2"	11	2	FALSE	2	24	0.0833333333333333	NA	NA	NA
"hg44"	"L2"	11	3	FALSE	3	24	0.125	NA	NA	NA
"hg44"	"L2"	11	4	FALSE	4	24	0.166666666666667	NA	NA	NA
"hg44"	"L2"	12	1	TRUE	22	24	0.916666666666667	NA	NA	NA
"hg44"	"L2"	13	1	FALSE	1	24	0.0416666666666667	NA	NA	NA
"hg44"	"L2"	13	2	FALSE	1	24	0.0416666666666667	NA	NA	NA
"hg44"	"L2"	13	3	FALSE	12	24	0.5	NA	NA	NA
"hg44"	"L2"	14	1	FALSE	6	24	0.25	NA	NA	NA
"hg44"	"L2"	14	2	TRUE	22	24	0.916666666666667	NA	NA	NA
"hg44"	"L2"	15	1	FALSE	7	22	0.318181818181818	NA	NA	NA
"hg44"	"L2"	15	2	FALSE	12	24	0.5	NA	NA	NA
"hg44"	"L2"	15	3	FALSE	2	23	0.0869565217391304	NA	NA	NA
"hg44"	"L2"	15	4	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg44"	"L2"	16	1	FALSE	0	24	0	NA	NA	NA
"hg44"	"L2"	16	2	FALSE	5	24	0.208333333333333	NA	NA	NA
"hg44"	"L2"	17	1	TRUE	2	24	0.0833333333333333	NA	NA	NA
"hg44"	"L2"	17	2	FALSE	13	24	0.541666666666667	NA	NA	NA
"hg44"	"L2"	17	3	FALSE	4	24	0.166666666666667	NA	NA	NA
"hg44"	"L2"	17	4	FALSE	13	24	0.541666666666667	NA	NA	NA
"hg44"	"L2"	17	5	FALSE	2	24	0.0833333333333333	NA	NA	NA
"hg44"	"L2"	18	1	FALSE	4	24	0.166666666666667	NA	NA	NA
"hg44"	"L2"	18	2	TRUE	2	24	0.0833333333333333	NA	NA	NA
"hg44"	"L2"	18	3	FALSE	1	24	0.0416666666666667	NA	NA	NA
"hg44"	"L2"	18	4	TRUE	20	24	0.833333333333333	NA	NA	NA
"hg44"	"L2"	19	1	FALSE	12	24	0.5	NA	NA	NA
"hg44"	"L2"	19	2	FALSE	12	24	0.5	NA	NA	NA
"hg44"	"L2"	19	3	FALSE	3	24	0.125	NA	NA	NA
"hg44"	"L2"	19	4	FALSE	3	24	0.125	NA	NA	NA
"hg44"	"L2"	20	1	FALSE	11	23	0.478260869565217	NA	NA	NA
"hg44"	"L2"	20	2	FALSE	0	23	0	NA	NA	NA
"hg44"	"L2"	20	3	FALSE	14	23	0.608695652173913	NA	NA	NA
"hg44"	"L2"	21	1	FALSE	14	23	0.608695652173913	NA	NA	NA
"hg44"	"L2"	21	2	FALSE	4	23	0.173913043478261	NA	NA	NA
"hg44"	"L2"	21	3	FALSE	14	22	0.636363636363636	NA	NA	NA
"hg44"	"L2"	21	4	FALSE	3	23	0.130434782608696	NA	NA	NA
"hg44"	"L2"	22	1	FALSE	5	23	0.217391304347826	NA	NA	NA
"hg44"	"L2"	22	2	FALSE	7	23	0.304347826086957	NA	NA	NA
"hg44"	"L2"	22	3	FALSE	3	23	0.130434782608696	NA	NA	NA
"hg44"	"L2"	22	4	FALSE	3	23	0.130434782608696	NA	NA	NA
"hg44"	"L2"	22	5	FALSE	10	23	0.434782608695652	NA	NA	NA
"hg44"	"L2"	23	1	TRUE	9	23	0.391304347826087	NA	NA	NA
"hg44"	"L2"	23	2	TRUE	8	23	0.347826086956522	NA	NA	NA
"hg44"	"L2"	24	1	FALSE	14	23	0.608695652173913	NA	NA	NA
"hg44"	"L2"	24	2	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg44"	"L2"	24	3	FALSE	1	22	0.0454545454545455	NA	NA	NA
"hg44"	"L2"	25	1	FALSE	1	23	0.0434782608695652	NA	NA	NA
"hg44"	"L2"	25	2	TRUE	6	23	0.260869565217391	NA	NA	NA
"hg45"	"L2"	1	1	TRUE	13	25	0.52	NA	NA	NA
"hg45"	"L2"	2	1	TRUE	19	22	0.863636363636364	NA	NA	NA
"hg45"	"L2"	2	2	TRUE	11	24	0.458333333333333	NA	NA	NA
"hg45"	"L2"	2	3	TRUE	6	23	0.260869565217391	NA	NA	NA
"hg45"	"L2"	3	1	TRUE	19	25	0.76	NA	NA	NA
"hg45"	"L2"	4	1	TRUE	18	25	0.72	NA	NA	NA
"hg45"	"L2"	4	2	FALSE	10	24	0.416666666666667	NA	NA	NA
"hg45"	"L2"	5	1	TRUE	22	25	0.88	NA	NA	NA
"hg45"	"L2"	5	2	TRUE	21	24	0.875	NA	NA	NA
"hg45"	"L2"	5	3	TRUE	23	25	0.92	NA	NA	NA
"hg45"	"L2"	5	4	FALSE	15	24	0.625	NA	NA	NA
"hg45"	"L2"	6	1	TRUE	24	25	0.96	NA	NA	NA
"hg45"	"L2"	6	2	TRUE	25	25	1	NA	NA	NA
"hg45"	"L2"	6	3	TRUE	23	25	0.92	NA	NA	NA
"hg45"	"L2"	6	4	TRUE	17	25	0.68	NA	NA	NA
"hg45"	"L2"	6	5	FALSE	4	25	0.16	NA	NA	NA
"hg45"	"L2"	7	1	FALSE	6	25	0.24	NA	NA	NA
"hg45"	"L2"	7	2	TRUE	15	25	0.6	NA	NA	NA
"hg45"	"L2"	7	3	FALSE	19	25	0.76	NA	NA	NA
"hg45"	"L2"	7	4	TRUE	22	25	0.88	NA	NA	NA
"hg45"	"L2"	8	1	TRUE	5	25	0.2	NA	NA	NA
"hg45"	"L2"	8	2	TRUE	10	25	0.4	NA	NA	NA
"hg45"	"L2"	9	1	TRUE	18	25	0.72	NA	NA	NA
"hg45"	"L2"	9	2	TRUE	17	25	0.68	NA	NA	NA
"hg45"	"L2"	9	3	TRUE	11	24	0.458333333333333	NA	NA	NA
"hg45"	"L2"	10	1	FALSE	17	25	0.68	NA	NA	NA
"hg45"	"L2"	10	2	FALSE	19	24	0.791666666666667	NA	NA	NA
"hg45"	"L2"	10	3	FALSE	9	25	0.36	NA	NA	NA
"hg45"	"L2"	10	4	TRUE	19	24	0.791666666666667	NA	NA	NA
"hg45"	"L2"	10	5	FALSE	20	25	0.8	NA	NA	NA
"hg45"	"L2"	11	1	TRUE	20	23	0.869565217391304	NA	NA	NA
"hg45"	"L2"	11	2	TRUE	17	23	0.739130434782609	NA	NA	NA
"hg45"	"L2"	11	3	FALSE	9	23	0.391304347826087	NA	NA	NA
"hg45"	"L2"	11	4	TRUE	11	23	0.478260869565217	NA	NA	NA
"hg45"	"L2"	12	1	FALSE	15	23	0.652173913043478	NA	NA	NA
"hg45"	"L2"	12	2	TRUE	15	23	0.652173913043478	NA	NA	NA
"hg45"	"L2"	12	3	FALSE	10	23	0.434782608695652	NA	NA	NA
"hg45"	"L2"	12	4	TRUE	14	23	0.608695652173913	NA	NA	NA
"hg45"	"L2"	13	1	TRUE	18	23	0.782608695652174	NA	NA	NA
"hg45"	"L2"	13	2	FALSE	8	23	0.347826086956522	NA	NA	NA
"hg45"	"L2"	13	3	TRUE	17	23	0.739130434782609	NA	NA	NA
"hg45"	"L2"	13	4	FALSE	12	23	0.521739130434783	NA	NA	NA
"hg45"	"L2"	13	5	TRUE	17	21	0.80952380952381	NA	NA	NA
"hg45"	"L2"	14	1	TRUE	18	23	0.782608695652174	NA	NA	NA
"hg45"	"L2"	14	2	TRUE	19	23	0.826086956521739	NA	NA	NA
"hg45"	"L2"	14	3	FALSE	5	23	0.217391304347826	NA	NA	NA
"hg45"	"L2"	15	1	FALSE	4	23	0.173913043478261	NA	NA	NA
"hg45"	"L2"	15	2	TRUE	20	23	0.869565217391304	NA	NA	NA
"hg45"	"L2"	15	3	TRUE	20	23	0.869565217391304	NA	NA	NA
"hg45"	"L2"	15	4	FALSE	6	23	0.260869565217391	NA	NA	NA
"hg45"	"L2"	16	1	TRUE	16	23	0.695652173913043	NA	NA	NA
"hg45"	"L2"	16	2	FALSE	0	23	0	NA	NA	NA
"hg45"	"L2"	16	3	TRUE	19	23	0.826086956521739	NA	NA	NA
"hg45"	"L2"	16	4	TRUE	16	23	0.695652173913043	NA	NA	NA
"hg45"	"L2"	16	5	TRUE	15	22	0.681818181818182	NA	NA	NA
"hg45"	"L2"	17	1	TRUE	23	23	1	NA	NA	NA
"hg45"	"L2"	17	2	TRUE	19	23	0.826086956521739	NA	NA	NA
"hg45"	"L2"	17	3	TRUE	13	23	0.565217391304348	NA	NA	NA
"hg45"	"L2"	17	4	TRUE	13	23	0.565217391304348	NA	NA	NA
"hg45"	"L2"	18	1	FALSE	12	23	0.521739130434783	NA	NA	NA
"hg45"	"L2"	18	2	TRUE	17	23	0.739130434782609	NA	NA	NA
"hg45"	"L2"	18	3	TRUE	21	23	0.91304347826087	NA	NA	NA
"hg45"	"L2"	19	1	TRUE	22	23	0.956521739130435	NA	NA	NA
"hg45"	"L2"	19	2	TRUE	21	23	0.91304347826087	NA	NA	NA
"hg45"	"L2"	19	3	TRUE	21	23	0.91304347826087	NA	NA	NA
"hg45"	"L2"	19	4	FALSE	7	23	0.304347826086957	NA	NA	NA
"hg45"	"L2"	19	5	FALSE	9	23	0.391304347826087	NA	NA	NA
"hg45"	"L2"	20	1	TRUE	17	23	0.739130434782609	NA	NA	NA
"hg45"	"L2"	21	1	TRUE	14	23	0.608695652173913	NA	NA	NA
"hg45"	"L2"	21	2	TRUE	21	23	0.91304347826087	NA	NA	NA
"hg45"	"L2"	21	3	TRUE	23	23	1	NA	NA	NA
"hg45"	"L2"	21	4	TRUE	19	23	0.826086956521739	NA	NA	NA
"hg45"	"L2"	21	5	TRUE	20	23	0.869565217391304	NA	NA	NA
"hg45"	"L2"	22	1	TRUE	20	23	0.869565217391304	NA	NA	NA
"hg45"	"L2"	22	2	TRUE	21	23	0.91304347826087	NA	NA	NA
"hg45"	"L2"	22	3	FALSE	16	23	0.695652173913043	NA	NA	NA
"hg45"	"L2"	22	4	TRUE	22	23	0.956521739130435	NA	NA	NA
"hg45"	"L2"	22	5	FALSE	17	23	0.739130434782609	NA	NA	NA
"hg45"	"L2"	23	1	FALSE	5	23	0.217391304347826	NA	NA	NA
"hg45"	"L2"	23	2	TRUE	20	23	0.869565217391304	NA	NA	NA
"hg45"	"L2"	23	3	FALSE	8	23	0.347826086956522	NA	NA	NA
"hg45"	"L2"	24	1	TRUE	16	23	0.695652173913043	NA	NA	NA
"hg45"	"L2"	24	2	FALSE	15	23	0.652173913043478	NA	NA	NA
"hg45"	"L2"	24	3	FALSE	8	23	0.347826086956522	NA	NA	NA
"hg45"	"L2"	24	4	FALSE	14	23	0.608695652173913	NA	NA	NA
"hg45"	"L2"	24	5	FALSE	14	23	0.608695652173913	NA	NA	NA
"hg45"	"L2"	25	1	FALSE	4	23	0.173913043478261	NA	NA	NA
"hg45"	"L2"	25	2	TRUE	18	23	0.782608695652174	NA	NA	NA
"hg46"	"L2"	1	1	FALSE	10	25	0.4	NA	NA	NA
"hg46"	"L2"	2	1	TRUE	10	23	0.434782608695652	NA	NA	NA
"hg46"	"L2"	2	2	TRUE	7	23	0.304347826086957	NA	NA	NA
"hg46"	"L2"	2	3	FALSE	6	24	0.25	NA	NA	NA
"hg46"	"L2"	2	4	FALSE	6	24	0.25	NA	NA	NA
"hg46"	"L2"	2	5	FALSE	5	23	0.217391304347826	NA	NA	NA
"hg46"	"L2"	3	1	FALSE	2	25	0.08	NA	NA	NA
"hg46"	"L2"	3	2	FALSE	5	25	0.2	NA	NA	NA
"hg46"	"L2"	3	3	FALSE	4	25	0.16	NA	NA	NA
"hg46"	"L2"	4	1	FALSE	2	25	0.08	NA	NA	NA
"hg46"	"L2"	4	2	TRUE	20	25	0.8	NA	NA	NA
"hg46"	"L2"	5	1	FALSE	7	25	0.28	NA	NA	NA
"hg46"	"L2"	5	2	FALSE	3	25	0.12	NA	NA	NA
"hg46"	"L2"	6	1	FALSE	3	25	0.12	NA	NA	NA
"hg46"	"L2"	6	2	FALSE	3	25	0.12	NA	NA	NA
"hg46"	"L2"	6	3	TRUE	21	25	0.84	NA	NA	NA
"hg46"	"L2"	6	4	FALSE	5	25	0.2	NA	NA	NA
"hg46"	"L2"	6	5	FALSE	4	25	0.16	NA	NA	NA
"hg46"	"L2"	7	1	FALSE	3	25	0.12	NA	NA	NA
"hg46"	"L2"	7	2	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	7	3	FALSE	2	25	0.08	NA	NA	NA
"hg46"	"L2"	7	4	FALSE	2	25	0.08	NA	NA	NA
"hg46"	"L2"	7	5	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	8	1	TRUE	20	25	0.8	NA	NA	NA
"hg46"	"L2"	8	2	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	8	3	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	8	4	TRUE	18	25	0.72	NA	NA	NA
"hg46"	"L2"	8	5	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	9	1	TRUE	25	25	1	NA	NA	NA
"hg46"	"L2"	9	2	FALSE	21	25	0.84	NA	NA	NA
"hg46"	"L2"	9	3	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	9	4	TRUE	21	25	0.84	NA	NA	NA
"hg46"	"L2"	9	5	FALSE	23	25	0.92	NA	NA	NA
"hg46"	"L2"	10	1	FALSE	2	25	0.08	NA	NA	NA
"hg46"	"L2"	10	2	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	10	3	TRUE	21	25	0.84	NA	NA	NA
"hg46"	"L2"	11	1	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	11	2	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	12	1	TRUE	25	25	1	NA	NA	NA
"hg46"	"L2"	12	2	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	13	1	TRUE	22	25	0.88	NA	NA	NA
"hg46"	"L2"	13	2	FALSE	0	24	0	NA	NA	NA
"hg46"	"L2"	13	3	TRUE	22	24	0.916666666666667	NA	NA	NA
"hg46"	"L2"	13	4	FALSE	0	24	0	NA	NA	NA
"hg46"	"L2"	13	5	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	14	1	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	14	2	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	15	1	TRUE	25	25	1	NA	NA	NA
"hg46"	"L2"	15	2	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	15	3	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	15	4	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	16	1	TRUE	22	25	0.88	NA	NA	NA
"hg46"	"L2"	16	2	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	16	3	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	16	4	TRUE	25	25	1	NA	NA	NA
"hg46"	"L2"	17	1	TRUE	24	25	0.96	NA	NA	NA
"hg46"	"L2"	18	1	TRUE	25	25	1	NA	NA	NA
"hg46"	"L2"	18	2	TRUE	25	25	1	NA	NA	NA
"hg46"	"L2"	19	1	FALSE	0	24	0	NA	NA	NA
"hg46"	"L2"	19	2	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	19	3	FALSE	1	25	0.04	NA	NA	NA
"hg46"	"L2"	19	4	FALSE	0	24	0	NA	NA	NA
"hg46"	"L2"	20	1	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	20	2	TRUE	25	25	1	NA	NA	NA
"hg46"	"L2"	20	3	TRUE	21	25	0.84	NA	NA	NA
"hg46"	"L2"	20	4	TRUE	24	25	0.96	NA	NA	NA
"hg46"	"L2"	21	1	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	22	1	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	22	2	FALSE	0	25	0	NA	NA	NA
"hg46"	"L2"	22	3	FALSE	0	25	0	NA	NA	NA
